Species,nfi_species,source_species,b10,b11,b20,b21,si_b0_c0,si_b0_c1,si_b0_c2,si_b0_c3,page,source_short
Pli,PINU.CON,lodgepole pine,-0.009737,-0.0003742,1.5521,-0.01308,0.39374,2.2169,-0.047173,0.00060620,11,Nigh2017 Rr31 Table 2 & Discussion p.18
