nfi_species,source_species,c1,c2,c4,c5,b1,b2,b4,b5,base_age,page,source_short
PICE.GLA,white spruce (Picea glauca),40.6506,5.6605,1.2544,-0.1567,16.5383,0.2336,2.8896,-0.2556,50,1467,Alemdag1991_Table3
