nfi_species,source_species,b1,b2,b3,b4,base_age,page,source_short
PINU.BAN,Jack pine,4.1459,0.6224,1.3723,-0.0802,50,5,"Carmean et al. 2001 Table 3 (383 plots, <=100 yr) / Table 5 all=eq.3"
