juris_id,ecozone,canfi_genus,genus,prop1,prop2,prop3,prop4,prop5,v1,v2,v3,v4
MB,6,129,MORU,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,6,130,LIRI,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,6,131,MAGN,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,6,132,SASS,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,6,133,PLAT,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,6,134,PRUN,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,6,135,GLED,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,6,136,ROBI,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,6,137,TILI,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,6,138,NYSS,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,6,139,CORN,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,6,140,ARBU,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,6,141,FRAX,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,6,142,SALI,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,6,143,GYMN,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,6,144,CELT,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,6,145,AMEL,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,6,146,CORY,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,6,147,CRAT,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,6,148,ILEX,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,6,149,MALU,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,6,150,NEMO,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,6,151,RHUS,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,6,152,SORB,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,6,153,VIBU,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,6,154,CAST,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,6,155,ASIM,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,7,1,PICE,0.5238,0.3162,0.2102,0.1570,0.1314,34.8,79.2,136.3,216.9
MB,7,2,PINU,0.5110,0.3190,0.2137,0.1600,0.1080,26.5,56.5,92.8,155.8
MB,7,3,ABIE,0.6670,0.6670,0.4527,0.4293,0.2050,35.0,63.8,96.8,166.7
MB,7,6,LARI,0.5450,0.3237,0.1833,0.1153,0.0997,41.5,74.5,120.3,204.5
MB,7,7,THUJ,0.4150,0.3520,0.2750,0.1780,0.0860,64.0,103.0,154.0,253.0
MB,7,8,GENC,0.6670,0.4150,0.2650,0.1850,0.1410,34.0,67.0,101.0,159.5
MB,7,9,POPU,0.6670,0.6314,0.4224,0.3630,0.2390,39.8,81.4,125.5,195.0
MB,7,10,BETU,0.6670,0.5894,0.4248,0.2298,0.2054,35.0,70.9,112.6,176.7
MB,7,11,ACER,0.0430,0.0330,0.0270,0.0210,0.0150,79.5,124.0,160.5,212.0
MB,7,12,GENH,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,7,71,JUNI,0.4150,0.3520,0.2750,0.1780,0.0860,64.0,103.0,154.0,253.0
MB,7,72,TAXU,0.4150,0.3520,0.2750,0.1780,0.0860,64.0,103.0,154.0,253.0
MB,7,73,CHAM,0.4150,0.3520,0.2750,0.1780,0.0860,64.0,103.0,154.0,253.0
MB,7,121,CARY,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,7,122,JUGL,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,7,123,ALNU,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,7,124,OSTR,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,7,125,CARP,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,7,126,FAGU,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,7,127,QUER,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,7,128,ULMU,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,7,129,MORU,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,7,130,LIRI,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,7,131,MAGN,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,7,132,SASS,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,7,133,PLAT,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,7,134,PRUN,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,7,135,GLED,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,7,136,ROBI,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,7,137,TILI,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,7,138,NYSS,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,7,139,CORN,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,7,140,ARBU,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,7,141,FRAX,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,7,142,SALI,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,7,143,GYMN,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,7,144,CELT,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,7,145,AMEL,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,7,146,CORY,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,7,147,CRAT,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,7,148,ILEX,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,7,149,MALU,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,7,150,NEMO,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,7,151,RHUS,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,7,152,SORB,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,7,153,VIBU,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,7,154,CAST,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,7,155,ASIM,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,8,1,PICE,0.5238,0.3162,0.2102,0.1570,0.1314,34.8,79.2,136.3,216.9
MB,8,2,PINU,0.5110,0.3190,0.2137,0.1600,0.1080,26.5,56.5,92.8,155.8
MB,8,3,ABIE,0.6670,0.6670,0.4527,0.4293,0.2050,35.0,63.8,96.8,166.7
MB,8,6,LARI,0.5450,0.3237,0.1833,0.1153,0.0997,41.5,74.5,120.3,204.5
MB,8,7,THUJ,0.4150,0.3520,0.2750,0.1780,0.0860,64.0,103.0,154.0,253.0
MB,8,8,GENC,0.6670,0.4150,0.2650,0.1850,0.1410,34.0,67.0,101.0,159.5
MB,8,9,POPU,0.6670,0.6314,0.4224,0.3630,0.2390,39.8,81.4,125.5,195.0
MB,8,10,BETU,0.6670,0.5894,0.4248,0.2298,0.2054,35.0,70.9,112.6,176.7
MB,8,11,ACER,0.0430,0.0330,0.0270,0.0210,0.0150,79.5,124.0,160.5,212.0
MB,8,12,GENH,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,8,71,JUNI,0.4150,0.3520,0.2750,0.1780,0.0860,64.0,103.0,154.0,253.0
MB,8,72,TAXU,0.4150,0.3520,0.2750,0.1780,0.0860,64.0,103.0,154.0,253.0
MB,8,73,CHAM,0.4150,0.3520,0.2750,0.1780,0.0860,64.0,103.0,154.0,253.0
MB,8,121,CARY,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,8,122,JUGL,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,8,123,ALNU,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,8,124,OSTR,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,8,125,CARP,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,8,126,FAGU,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,8,127,QUER,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,8,128,ULMU,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,8,129,MORU,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,8,130,LIRI,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,8,131,MAGN,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,8,132,SASS,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,8,133,PLAT,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,8,134,PRUN,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,8,135,GLED,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,8,136,ROBI,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,8,137,TILI,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,8,138,NYSS,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,8,139,CORN,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,8,140,ARBU,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,8,141,FRAX,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,8,142,SALI,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,8,143,GYMN,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,8,144,CELT,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,8,145,AMEL,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,8,146,CORY,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,8,147,CRAT,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,8,148,ILEX,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,8,149,MALU,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,8,150,NEMO,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,8,151,RHUS,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,8,152,SORB,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,8,153,VIBU,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,8,154,CAST,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,8,155,ASIM,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,9,1,PICE,0.6000,0.3160,0.2250,0.1900,0.1100,25.5,57.5,100.5,173.5
MB,9,2,PINU,0.6670,0.4370,0.2370,0.1640,0.1100,19.5,46.5,82.5,142.5
MB,9,3,ABIE,0.6670,0.6670,0.4080,0.5440,0.2470,48.0,85.5,116.5,193.0
MB,9,6,LARI,0.5710,0.3670,0.2820,0.1420,0.1030,7.5,20.5,60.0,162.5
MB,9,7,THUJ,0.4150,0.3520,0.2750,0.1780,0.0860,64.0,103.0,154.0,253.0
MB,9,8,GENC,0.6670,0.4150,0.2650,0.1850,0.1410,34.0,67.0,101.0,159.5
MB,9,9,POPU,0.6670,0.5780,0.3510,0.2820,0.1700,50.0,101.5,152.5,228.0
MB,9,10,BETU,0.6670,0.5780,0.3510,0.2820,0.1700,50.0,101.5,152.5,228.0
MB,9,11,ACER,0.0430,0.0330,0.0270,0.0210,0.0150,79.5,124.0,160.5,212.0
MB,9,12,GENH,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,9,71,JUNI,0.4150,0.3520,0.2750,0.1780,0.0860,64.0,103.0,154.0,253.0
MB,9,72,TAXU,0.4150,0.3520,0.2750,0.1780,0.0860,64.0,103.0,154.0,253.0
MB,9,73,CHAM,0.4150,0.3520,0.2750,0.1780,0.0860,64.0,103.0,154.0,253.0
MB,9,121,CARY,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,9,122,JUGL,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,9,123,ALNU,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,9,124,OSTR,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,9,125,CARP,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,9,126,FAGU,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,9,127,QUER,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,9,128,ULMU,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,9,129,MORU,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,9,130,LIRI,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,9,131,MAGN,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,9,132,SASS,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,9,133,PLAT,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,9,134,PRUN,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,9,135,GLED,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,9,136,ROBI,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,9,137,TILI,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,9,138,NYSS,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,9,139,CORN,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,9,140,ARBU,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,9,141,FRAX,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,9,142,SALI,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,9,143,GYMN,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,9,144,CELT,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,9,145,AMEL,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,9,146,CORY,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,9,147,CRAT,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,9,148,ILEX,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,9,149,MALU,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,9,150,NEMO,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,9,151,RHUS,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,9,152,SORB,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,9,153,VIBU,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,9,154,CAST,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,9,155,ASIM,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,10,1,PICE,0.0180,0.0200,0.0310,0.0400,0.1240,46.5,137.5,278.0,432.5
MB,10,2,PINU,0.6670,0.4370,0.2370,0.1640,0.1100,19.5,46.5,82.5,142.5
MB,10,3,ABIE,0.6670,0.6670,0.4750,0.3720,0.1840,28.5,53.0,87.0,153.5
MB,10,6,LARI,0.5320,0.3020,0.1340,0.1020,0.0980,58.5,101.5,150.5,225.5
MB,10,7,THUJ,0.4150,0.3520,0.2750,0.1780,0.0860,64.0,103.0,154.0,253.0
MB,10,8,GENC,0.6670,0.4150,0.2650,0.1850,0.1410,34.0,67.0,101.0,159.5
MB,10,9,POPU,0.6670,0.5780,0.3510,0.2820,0.1700,50.0,101.5,152.5,228.0
MB,10,10,BETU,0.6670,0.5780,0.3510,0.2820,0.1700,50.0,101.5,152.5,228.0
MB,10,11,ACER,0.0430,0.0330,0.0270,0.0210,0.0150,79.5,124.0,160.5,212.0
MB,10,12,GENH,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,10,71,JUNI,0.4150,0.3520,0.2750,0.1780,0.0860,64.0,103.0,154.0,253.0
MB,10,72,TAXU,0.4150,0.3520,0.2750,0.1780,0.0860,64.0,103.0,154.0,253.0
MB,10,73,CHAM,0.4150,0.3520,0.2750,0.1780,0.0860,64.0,103.0,154.0,253.0
MB,10,121,CARY,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,10,122,JUGL,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,10,123,ALNU,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,10,124,OSTR,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,10,125,CARP,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,10,126,FAGU,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,10,127,QUER,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,10,128,ULMU,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,10,129,MORU,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,10,130,LIRI,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,10,131,MAGN,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,10,132,SASS,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,10,133,PLAT,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,10,134,PRUN,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,10,135,GLED,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,10,136,ROBI,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,10,137,TILI,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,10,138,NYSS,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,10,139,CORN,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,10,140,ARBU,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,10,141,FRAX,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,10,142,SALI,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,10,143,GYMN,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,10,144,CELT,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,10,145,AMEL,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,10,146,CORY,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,10,147,CRAT,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,10,148,ILEX,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,10,149,MALU,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,10,150,NEMO,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,10,151,RHUS,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,10,152,SORB,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,10,153,VIBU,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,10,154,CAST,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,10,155,ASIM,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,11,1,PICE,0.5238,0.3162,0.2102,0.1570,0.1314,34.8,79.2,136.3,216.9
MB,11,2,PINU,0.5110,0.3190,0.2137,0.1600,0.1080,26.5,56.5,92.8,155.8
MB,11,3,ABIE,0.6670,0.6670,0.4527,0.4293,0.2050,35.0,63.8,96.8,166.7
MB,11,6,LARI,0.5450,0.3237,0.1833,0.1153,0.0997,41.5,74.5,120.3,204.5
MB,11,7,THUJ,0.4150,0.3520,0.2750,0.1780,0.0860,64.0,103.0,154.0,253.0
MB,11,8,GENC,0.6670,0.4150,0.2650,0.1850,0.1410,34.0,67.0,101.0,159.5
MB,11,9,POPU,0.6670,0.6314,0.4224,0.3630,0.2390,39.8,81.4,125.5,195.0
MB,11,10,BETU,0.6670,0.5894,0.4248,0.2298,0.2054,35.0,70.9,112.6,176.7
MB,11,11,ACER,0.0430,0.0330,0.0270,0.0210,0.0150,79.5,124.0,160.5,212.0
MB,11,12,GENH,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,11,71,JUNI,0.4150,0.3520,0.2750,0.1780,0.0860,64.0,103.0,154.0,253.0
MB,11,72,TAXU,0.4150,0.3520,0.2750,0.1780,0.0860,64.0,103.0,154.0,253.0
MB,11,73,CHAM,0.4150,0.3520,0.2750,0.1780,0.0860,64.0,103.0,154.0,253.0
MB,11,121,CARY,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,11,122,JUGL,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,11,123,ALNU,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,11,124,OSTR,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,11,125,CARP,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,11,126,FAGU,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,11,127,QUER,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,11,128,ULMU,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,11,129,MORU,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,11,130,LIRI,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,11,131,MAGN,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,11,132,SASS,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,11,133,PLAT,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,11,134,PRUN,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,11,135,GLED,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,11,136,ROBI,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,11,137,TILI,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,11,138,NYSS,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,11,139,CORN,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,11,140,ARBU,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,11,141,FRAX,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,11,142,SALI,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,11,143,GYMN,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,11,144,CELT,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,11,145,AMEL,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,11,146,CORY,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,11,147,CRAT,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,11,148,ILEX,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,11,149,MALU,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,11,150,NEMO,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,11,151,RHUS,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,11,152,SORB,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
MB,11,153,VIBU,0.6670,0.6280,0.3500,0.3470,0.1330,30.5,64.5,105.5,170.5
