juris_id, ecozone,canfi_spec,genus,species,variety,biom_min,biom_max,p_sw_low,p_sb_low,p_br_low,p_fl_low,p_sw_high,p_sb_high,p_br_high,p_fl_high
BC,12,901,TAXU,BRE,,0.5068207826,1224.9096911,0.2114749751,0.0705330139,0.3431738891,0.3748181219,0.7075879389,0.147639934,0.1129476013,0.0318245258
BC,12,1000,CHAM,SPP,,1.9662396999,925.64554812,0.1442106695,0.0341706549,0.3084477665,0.5131709091,0.7527315541,0.0866697394,0.094283376,0.0663153306
BC,12,1001,CHAM,NOO,,1.9662396999,925.64554812,0.1442106695,0.0341706549,0.3084477665,0.5131709091,0.7527315541,0.0866697394,0.094283376,0.0663153306
BC,12,1100,GENC,SPP,,0.9653299896,349.79155219,0.4101904503,0.1113756691,0.283092737,0.1953411436,0.7998339974,0.0920283114,0.070330763,0.0378069282
BC,12,1200,POPU,SPP,,2.2357753135,297.15445068,0.6565258636,0.1550204136,0.1229499393,0.0655037835,0.7975019632,0.107824415,0.0705959141,0.0240777077
BC,12,1201,POPU,TRE,,2.2357753135,297.15445068,0.6565258636,0.1550204136,0.1229499393,0.0655037835,0.7975019632,0.107824415,0.0705959141,0.0240777077
BC,12,1203,POPU,BAL,,42.57218729,269.56384863,0.5993657327,0.1589022473,0.1846489796,0.0570830404,0.6503417181,0.1249157206,0.2020005529,0.0227420085
BC,12,1203,POPU,BAL,BAL,42.57218729,269.56384863,0.5993657327,0.1589022473,0.1846489796,0.0570830404,0.6503417181,0.1249157206,0.2020005529,0.0227420085
BC,12,1203,POPU,BAL,GLA,42.57218729,269.56384863,0.5993657327,0.1589022473,0.1846489796,0.0570830404,0.6503417181,0.1249157206,0.2020005529,0.0227420085
BC,12,1204,POPU,TRI,,42.57218729,269.56384863,0.5993657327,0.1589022473,0.1846489796,0.0570830404,0.6503417181,0.1249157206,0.2020005529,0.0227420085
BC,12,1300,BETU,SPP,,28.792755371,298.42536425,0.6910609732,0.1256642546,0.1391012266,0.0441735456,0.7473610578,0.1266177736,0.0980199843,0.0280011842
BC,12,1303,BETU,PAP,,28.792755371,298.42536425,0.6910609732,0.1256642546,0.1391012266,0.0441735456,0.7473610578,0.1266177736,0.0980199843,0.0280011842
BC,12,1303,BETU,PAP,PAP,28.792755371,298.42536425,0.6910609732,0.1256642546,0.1391012266,0.0441735456,0.7473610578,0.1266177736,0.0980199843,0.0280011842
BC,12,1305,BETU,NEO,,28.792755371,298.42536425,0.6910609732,0.1256642546,0.1391012266,0.0441735456,0.7473610578,0.1266177736,0.0980199843,0.0280011842
BC,12,1305,BETU,ALA,,28.792755371,298.42536425,0.6910609732,0.1256642546,0.1391012266,0.0441735456,0.7473610578,0.1266177736,0.0980199843,0.0280011842
BC,12,1308,BETU,PAP,NEO,28.792755371,298.42536425,0.6910609732,0.1256642546,0.1391012266,0.0441735456,0.7473610578,0.1266177736,0.0980199843,0.0280011842
BC,12,1314,BETU,OCC,,28.792755371,298.42536425,0.6910609732,0.1256642546,0.1391012266,0.0441735456,0.7473610578,0.1266177736,0.0980199843,0.0280011842
BC,12,1400,ACER,SPP,,63.848070885,799.55332508,0.6540833607,0.1290604415,0.1724371351,0.0444190627,0.7513259944,0.1286828401,0.1019819422,0.0180092233
BC,12,1403,ACER,MAC,,63.848070885,799.55332508,0.6540833607,0.1290604415,0.1724371351,0.0444190627,0.7513259944,0.1286828401,0.1019819422,0.0180092233
BC,12,1420,ACER,CIR,,63.848070885,799.55332508,0.6540833607,0.1290604415,0.1724371351,0.0444190627,0.7513259944,0.1286828401,0.1019819422,0.0180092233
BC,12,1500,GENH,SPP,,0.3822968646,666.8191736,0.35273795,0.0795091928,0.274914001,0.2928388562,0.7132452122,0.1185206621,0.1292705274,0.0389635983
BC,12,1800,ALNU,SPP,,0.3822968646,666.8191736,0.35273795,0.0795091928,0.274914001,0.2928388562,0.7132452122,0.1185206621,0.1292705274,0.0389635983
BC,12,1802,ALNU,RUB,,0.3822968646,666.8191736,0.35273795,0.0795091928,0.274914001,0.2928388562,0.7132452122,0.1185206621,0.1292705274,0.0389635983
BC,12,2100,QUER,SPP,,63.848070885,799.55332508,0.6540833607,0.1290604415,0.1724371351,0.0444190627,0.7513259944,0.1286828401,0.1019819422,0.0180092233
BC,12,2803,PRUN,EMA,,0.3822968646,666.8191736,0.35273795,0.0795091928,0.274914001,0.2928388562,0.7132452122,0.1185206621,0.1292705274,0.0389635983
BC,12,3500,SALI,SPP,,13.737444377,200.69643728,0.541784328,0.1087840794,0.2320721952,0.1173593974,0.6949143243,0.1338760181,0.1132274152,0.0579822424
BC,12,3930,MALU,SPP,,0.3822968646,666.8191736,0.35273795,0.0795091928,0.274914001,0.2928388562,0.7132452122,0.1185206621,0.1292705274,0.0389635983
BC,12,3930,MALU,FUS,,0.3822968646,666.8191736,0.35273795,0.0795091928,0.274914001,0.2928388562,0.7132452122,0.1185206621,0.1292705274,0.0389635983
BC,12,3930,MALU,COR,,0.3822968646,666.8191736,0.35273795,0.0795091928,0.274914001,0.2928388562,0.7132452122,0.1185206621,0.1292705274,0.0389635983
BC,13,100,PICE,SPP,,0.1764006636,1325.7275066,0.3980623124,0.0228580847,0.2199012206,0.3591783823,0.7587777006,0.0827912569,0.0662981674,0.0921328751
BC,13,101,PICE,MAR,,35.737127172,256.81519112,0.6309505146,0.0977975391,0.1334740704,0.1377778759,0.7370520692,0.0898698984,0.1034649534,0.069613079
BC,13,104,PICE,ENG,,32.968979693,188.74386984,0.4317131344,0.0708808631,0.278099206,0.2193067965,0.643267225,0.086283775,0.1885330093,0.0819159908
BC,13,104,PICE,ENG,GLA,32.968979693,188.74386984,0.4317131344,0.0708808631,0.278099206,0.2193067965,0.643267225,0.086283775,0.1885330093,0.0819159908
BC,13,105,PICE,GLA,,0.9390077785,1273.1691079,0.2734514642,0.0635311263,0.1743426707,0.4886747388,0.7859705833,0.0819700528,0.1035467972,0.0285125667
BC,13,106,PICE,SIT,,0.1764006636,1325.7275066,0.3980623124,0.0228580847,0.2199012206,0.3591783823,0.7587777006,0.0827912569,0.0662981674,0.0921328751
BC,13,106,PICE,SIT,X,0.1764006636,1325.7275066,0.3980623124,0.0228580847,0.2199012206,0.3591783823,0.7587777006,0.0827912569,0.0662981674,0.0921328751
BC,13,111,PICE,LUT,X,0.9390077785,1273.1691079,0.2734514642,0.0635311263,0.1743426707,0.4886747388,0.7859705833,0.0819700528,0.1035467972,0.0285125667
BC,13,111,PICE,LUT,,0.9390077785,1273.1691079,0.2734514642,0.0635311263,0.1743426707,0.4886747388,0.7859705833,0.0819700528,0.1035467972,0.0285125667
BC,13,200,PINU,SPP,,0.9003316394,662.88429256,0.3730557013,0.0782925988,0.3324046164,0.2162470836,0.7547028237,0.0771574301,0.1156666414,0.0524731047
BC,13,201,PINU,MON,,11.038140815,472.70502283,0.3299533844,0.0818119742,0.3020167449,0.2862178964,0.7105710752,0.0904189615,0.1330785939,0.0659313694
BC,13,203,PINU,BAN,,0.9003316394,662.88429256,0.3730557013,0.0782925988,0.3324046164,0.2162470836,0.7547028237,0.0771574301,0.1156666414,0.0524731047
BC,13,204,PINU,CON,,0.9003316394,662.88429256,0.3730557013,0.0782925988,0.3324046164,0.2162470836,0.7547028237,0.0771574301,0.1156666414,0.0524731047
BC,13,204,PINU,CON,LAT,0.9003316394,662.88429256,0.3730557013,0.0782925988,0.3324046164,0.2162470836,0.7547028237,0.0771574301,0.1156666414,0.0524731047
BC,13,205,PINU,CON,CON,0.9003316394,662.88429256,0.3730557013,0.0782925988,0.3324046164,0.2162470836,0.7547028237,0.0771574301,0.1156666414,0.0524731047
BC,13,206,PINU,ALB,,12.901545537,297.50365334,0.3464763134,0.0654054495,0.3273454028,0.2607728343,0.6972957954,0.0833261574,0.1439244894,0.0754535579
BC,13,208,PINU,PON,,7.6525904262,522.01716232,0.5486643615,0.0658580652,0.2579808035,0.1274967697,0.7911021979,0.0546592566,0.1079012353,0.0463373101
BC,13,213,PINU,FLE,,12.901545537,297.50365334,0.3464763134,0.0654054495,0.3273454028,0.2607728343,0.6972957954,0.0833261574,0.1439244894,0.0754535579
BC,13,300,ABIE,SPP,,3.7268887061,979.04292098,0.2543481164,0.0582185608,0.2993905272,0.3880427957,0.7355701061,0.1177051404,0.0860122033,0.0607125501
BC,13,301,ABIE,AMA,,3.7268887061,979.04292098,0.2543481164,0.0582185608,0.2993905272,0.3880427957,0.7355701061,0.1177051404,0.0860122033,0.0607125501
BC,13,302,ABIE,BAL,,0.9787553556,500.95753884,0.2718187147,0.0750538363,0.3051670706,0.3479603783,0.6099626883,0.1017864621,0.2061378092,0.0821130404
BC,13,303,ABIE,GRA,,139.72634172,789.70459031,0.5671032742,0.0845654223,0.1770824142,0.1712488893,0.6956511984,0.1135124204,0.1072094153,0.083626966
BC,13,304,ABIE,LAS,,0.9787553556,500.95753884,0.2718187147,0.0750538363,0.3051670706,0.3479603783,0.6099626883,0.1017864621,0.2061378092,0.0821130404
BC,13,308,ABIE,BIF,,0.9787553556,500.95753884,0.2718187147,0.0750538363,0.3051670706,0.3479603783,0.6099626883,0.1017864621,0.2061378092,0.0821130404
BC,13,400,TSUG,SPP,,0.643596222,1769.3626515,0.1812825751,0.032840337,0.350301004,0.4355760839,0.7957941202,0.1175392799,0.0686919379,0.017974662
BC,13,402,TSUG,HET,,0.643596222,1769.3626515,0.1812825751,0.032840337,0.350301004,0.4355760839,0.7957941202,0.1175392799,0.0686919379,0.017974662
BC,13,403,TSUG,MER,,22.905506135,793.81837857,0.6044859447,0.1117751146,0.1378716939,0.1458672468,0.7356813318,0.1132066857,0.0914185053,0.0596934771
BC,13,404,TSUG,MER,HET,22.905506135,793.81837857,0.6044859447,0.1117751146,0.1378716939,0.1458672468,0.7356813318,0.1132066857,0.0914185053,0.0596934771
BC,13,500,PSEU,MEN,,2.61225,1761.9960765,0.3774906218,0.0945073598,0.2626220748,0.2653799437,0.7728996998,0.1190132965,0.0862539451,0.0218330586
BC,13,500,PSEU,MEN,MEN,2.61225,1761.9960765,0.3774906218,0.0945073598,0.2626220748,0.2653799437,0.7728996998,0.1190132965,0.0862539451,0.0218330586
BC,13,500,PSEU,MEN,GLA,2.61225,1761.9960765,0.3774906218,0.0945073598,0.2626220748,0.2653799437,0.7728996998,0.1190132965,0.0862539451,0.0218330586
BC,13,500,PSEU,SPP,,2.61225,1761.9960765,0.3774906218,0.0945073598,0.2626220748,0.2653799437,0.7728996998,0.1190132965,0.0862539451,0.0218330586
BC,13,600,LARI,SPP,,3.1504687193,493.39478854,0.7117250475,0.0856811328,0.1213658011,0.0812280186,0.7481475276,0.1147691197,0.0899382099,0.0471451428
BC,13,602,LARI,LAR,,3.1504687193,493.39478854,0.7117250475,0.0856811328,0.1213658011,0.0812280186,0.7481475276,0.1147691197,0.0899382099,0.0471451428
BC,13,603,LARI,OCC,,3.1504687193,493.39478854,0.7117250475,0.0856811328,0.1213658011,0.0812280186,0.7481475276,0.1147691197,0.0899382099,0.0471451428
BC,13,604,LARI,LYA,,3.1504687193,493.39478854,0.7117250475,0.0856811328,0.1213658011,0.0812280186,0.7481475276,0.1147691197,0.0899382099,0.0471451428
BC,13,700,THUJ,SPP,,0.5068207826,1224.9096911,0.2114749751,0.0705330139,0.3431738891,0.3748181219,0.7075879389,0.147639934,0.1129476013,0.0318245258
BC,13,702,THUJ,PLI,,0.5068207826,1224.9096911,0.2114749751,0.0705330139,0.3431738891,0.3748181219,0.7075879389,0.147639934,0.1129476013,0.0318245258
BC,13,901,TAXU,BRE,,0.5068207826,1224.9096911,0.2114749751,0.0705330139,0.3431738891,0.3748181219,0.7075879389,0.147639934,0.1129476013,0.0318245258
BC,13,1000,CHAM,SPP,,1.9662396999,925.64554812,0.1442106695,0.0341706549,0.3084477665,0.5131709091,0.7527315541,0.0866697394,0.094283376,0.0663153306
BC,13,1001,CHAM,NOO,,1.9662396999,925.64554812,0.1442106695,0.0341706549,0.3084477665,0.5131709091,0.7527315541,0.0866697394,0.094283376,0.0663153306
BC,13,1100,GENC,SPP,,0.643596222,1769.3626515,0.1812825751,0.032840337,0.350301004,0.4355760839,0.7957941202,0.1175392799,0.0686919379,0.017974662
BC,13,1200,POPU,SPP,,4.6807827566,855.63873046,0.46865962,0.2126367173,0.1060945662,0.2126090966,0.772247829,0.0810979552,0.127823898,0.0188303178
BC,13,1201,POPU,TRE,,3.9988476888,314.07598296,0.700551412,0.1432618264,0.1018622385,0.0543245231,0.7703289922,0.1254962535,0.0818431934,0.022331561
BC,13,1203,POPU,BAL,,4.6807827566,855.63873046,0.46865962,0.2126367173,0.1060945662,0.2126090966,0.772247829,0.0810979552,0.127823898,0.0188303178
BC,13,1203,POPU,BAL,BAL,4.6807827566,855.63873046,0.46865962,0.2126367173,0.1060945662,0.2126090966,0.772247829,0.0810979552,0.127823898,0.0188303178
BC,13,1203,POPU,BAL,GLA,4.6807827566,855.63873046,0.46865962,0.2126367173,0.1060945662,0.2126090966,0.772247829,0.0810979552,0.127823898,0.0188303178
BC,13,1204,POPU,TRI,,4.6807827566,855.63873046,0.46865962,0.2126367173,0.1060945662,0.2126090966,0.772247829,0.0810979552,0.127823898,0.0188303178
BC,13,1300,BETU,SPP,,1.0700546796,272.71233999,0.3913870734,0.0915115421,0.140142596,0.3769587886,0.7093665795,0.1154793912,0.1282651902,0.0468888391
BC,13,1303,BETU,PAP,,1.0700546796,272.71233999,0.3913870734,0.0915115421,0.140142596,0.3769587886,0.7093665795,0.1154793912,0.1282651902,0.0468888391
BC,13,1303,BETU,PAP,PAP,1.0700546796,272.71233999,0.3913870734,0.0915115421,0.140142596,0.3769587886,0.7093665795,0.1154793912,0.1282651902,0.0468888391
BC,13,1305,BETU,NEO,,1.0700546796,272.71233999,0.3913870734,0.0915115421,0.140142596,0.3769587886,0.7093665795,0.1154793912,0.1282651902,0.0468888391
BC,13,1305,BETU,ALA,,1.0700546796,272.71233999,0.3913870734,0.0915115421,0.140142596,0.3769587886,0.7093665795,0.1154793912,0.1282651902,0.0468888391
BC,13,1308,BETU,PAP,NEO,1.0700546796,272.71233999,0.3913870734,0.0915115421,0.140142596,0.3769587886,0.7093665795,0.1154793912,0.1282651902,0.0468888391
BC,13,1314,BETU,OCC,,1.0700546796,272.71233999,0.3913870734,0.0915115421,0.140142596,0.3769587886,0.7093665795,0.1154793912,0.1282651902,0.0468888391
BC,13,1400,ACER,SPP,,63.848070885,799.55332508,0.6540833607,0.1290604415,0.1724371351,0.0444190627,0.7513259944,0.1286828401,0.1019819422,0.0180092233
BC,13,1403,ACER,MAC,,63.848070885,799.55332508,0.6540833607,0.1290604415,0.1724371351,0.0444190627,0.7513259944,0.1286828401,0.1019819422,0.0180092233
BC,13,1420,ACER,CIR,,63.848070885,799.55332508,0.6540833607,0.1290604415,0.1724371351,0.0444190627,0.7513259944,0.1286828401,0.1019819422,0.0180092233
BC,13,1500,GENH,SPP,,0.3822968646,666.8191736,0.35273795,0.0795091928,0.274914001,0.2928388562,0.7132452122,0.1185206621,0.1292705274,0.0389635983
BC,13,1800,ALNU,SPP,,0.3822968646,666.8191736,0.35273795,0.0795091928,0.274914001,0.2928388562,0.7132452122,0.1185206621,0.1292705274,0.0389635983
BC,13,1802,ALNU,RUB,,0.3822968646,666.8191736,0.35273795,0.0795091928,0.274914001,0.2928388562,0.7132452122,0.1185206621,0.1292705274,0.0389635983
BC,13,2100,QUER,SPP,,63.848070885,799.55332508,0.6540833607,0.1290604415,0.1724371351,0.0444190627,0.7513259944,0.1286828401,0.1019819422,0.0180092233
BC,13,2103,QUER,GAR,,1.0700546796,272.71233999,0.3913870734,0.0915115421,0.140142596,0.3769587886,0.7093665795,0.1154793912,0.1282651902,0.0468888391
BC,13,2803,PRUN,EMA,,0.3822968646,666.8191736,0.35273795,0.0795091928,0.274914001,0.2928388562,0.7132452122,0.1185206621,0.1292705274,0.0389635983
BC,13,3300,ARBU,MEN,,1.0700546796,272.71233999,0.3913870734,0.0915115421,0.140142596,0.3769587886,0.7093665795,0.1154793912,0.1282651902,0.0468888391
BC,13,3300,ARBU,SPP,,1.0700546796,272.71233999,0.3913870734,0.0915115421,0.140142596,0.3769587886,0.7093665795,0.1154793912,0.1282651902,0.0468888391
BC,13,3500,SALI,SPP,,13.737444377,200.69643728,0.541784328,0.1087840794,0.2320721952,0.1173593974,0.6949143243,0.1338760181,0.1132274152,0.0579822424
BC,13,3930,MALU,SPP,,0.3822968646,666.8191736,0.35273795,0.0795091928,0.274914001,0.2928388562,0.7132452122,0.1185206621,0.1292705274,0.0389635983
BC,13,3930,MALU,FUS,,0.3822968646,666.8191736,0.35273795,0.0795091928,0.274914001,0.2928388562,0.7132452122,0.1185206621,0.1292705274,0.0389635983
BC,13,3930,MALU,COR,,0.3822968646,666.8191736,0.35273795,0.0795091928,0.274914001,0.2928388562,0.7132452122,0.1185206621,0.1292705274,0.0389635983
BC,14,100,PICE,SPP,,15.298228859,449.09148154,0.5825160508,0.0843684618,0.1785125559,0.1546029315,0.7360461581,0.0918462291,0.1161655408,0.055942072
BC,14,101,PICE,MAR,,35.737127172,256.81519112,0.6309505146,0.0977975391,0.1334740704,0.1377778759,0.7370520692,0.0898698984,0.1034649534,0.069613079
BC,14,104,PICE,ENG,,3.1341336568,562.52987022,0.38989933,0.0853317771,0.2591465252,0.2656223677,0.7397404861,0.0802615445,0.118306544,0.0616914254
BC,14,104,PICE,ENG,GLA,3.1341336568,562.52987022,0.38989933,0.0853317771,0.2591465252,0.2656223677,0.7397404861,0.0802615445,0.118306544,0.0616914254
BC,14,105,PICE,GLA,,0.0348602092,1200.3568916,0.0921252029,0.0235541868,0.5156717481,0.3686488622,0.3135551438,0.0435547034,0.5672584408,0.075631712
BC,14,106,PICE,SIT,,0.1764006636,1325.7275066,0.3980623124,0.0228580847,0.2199012206,0.3591783823,0.7587777006,0.0827912569,0.0662981674,0.0921328751
BC,14,106,PICE,SIT,X,0.1764006636,1325.7275066,0.3980623124,0.0228580847,0.2199012206,0.3591783823,0.7587777006,0.0827912569,0.0662981674,0.0921328751
BC,14,111,PICE,LUT,X,0.0348602092,1200.3568916,0.0921252029,0.0235541868,0.5156717481,0.3686488622,0.3135551438,0.0435547034,0.5672584408,0.075631712
BC,14,111,PICE,LUT,,0.0348602092,1200.3568916,0.0921252029,0.0235541868,0.5156717481,0.3686488622,0.3135551438,0.0435547034,0.5672584408,0.075631712
BC,14,200,PINU,SPP,,0.1280905688,554.24622741,0.4259339834,0.0781869536,0.278602471,0.217276592,0.8178861877,0.0716008859,0.0725046932,0.0380082331
BC,14,201,PINU,MON,,11.038140815,472.70502283,0.3299533844,0.0818119742,0.3020167449,0.2862178964,0.7105710752,0.0904189615,0.1330785939,0.0659313694
BC,14,203,PINU,BAN,,0.1280905688,554.24622741,0.4259339834,0.0781869536,0.278602471,0.217276592,0.8178861877,0.0716008859,0.0725046932,0.0380082331
BC,14,204,PINU,CON,,0.1280905688,554.24622741,0.4259339834,0.0781869536,0.278602471,0.217276592,0.8178861877,0.0716008859,0.0725046932,0.0380082331
BC,14,204,PINU,CON,LAT,0.1280905688,554.24622741,0.4259339834,0.0781869536,0.278602471,0.217276592,0.8178861877,0.0716008859,0.0725046932,0.0380082331
BC,14,206,PINU,ALB,,12.901545537,297.50365334,0.3464763134,0.0654054495,0.3273454028,0.2607728343,0.6972957954,0.0833261574,0.1439244894,0.0754535579
BC,14,208,PINU,PON,,7.6525904262,522.01716232,0.5486643615,0.0658580652,0.2579808035,0.1274967697,0.7911021979,0.0546592566,0.1079012353,0.0463373101
BC,14,213,PINU,FLE,,12.901545537,297.50365334,0.3464763134,0.0654054495,0.3273454028,0.2607728343,0.6972957954,0.0833261574,0.1439244894,0.0754535579
BC,14,300,ABIE,SPP,,0.8056347248,636.78959037,0.1869949971,0.0491709898,0.4809779965,0.2828560165,0.5900445897,0.0939046922,0.2371006684,0.0789500498
BC,14,301,ABIE,AMA,,0.8056347248,636.78959037,0.1869949971,0.0491709898,0.4809779965,0.2828560165,0.5900445897,0.0939046922,0.2371006684,0.0789500498
BC,14,302,ABIE,BAL,,0.8056347248,636.78959037,0.1869949971,0.0491709898,0.4809779965,0.2828560165,0.5900445897,0.0939046922,0.2371006684,0.0789500498
BC,14,303,ABIE,GRA,,0.8056347248,636.78959037,0.1869949971,0.0491709898,0.4809779965,0.2828560165,0.5900445897,0.0939046922,0.2371006684,0.0789500498
BC,14,304,ABIE,LAS,,0.8056347248,636.78959037,0.1869949971,0.0491709898,0.4809779965,0.2828560165,0.5900445897,0.0939046922,0.2371006684,0.0789500498
BC,14,308,ABIE,BIF,,0.8056347248,636.78959037,0.1869949971,0.0491709898,0.4809779965,0.2828560165,0.5900445897,0.0939046922,0.2371006684,0.0789500498
BC,14,400,TSUG,SPP,,6.800815305,796.51012671,0.355242939,0.07549676,0.2742943782,0.2949659228,0.7585225572,0.1279922087,0.0917818687,0.0217033655
BC,14,402,TSUG,HET,,6.800815305,796.51012671,0.355242939,0.07549676,0.2742943782,0.2949659228,0.7585225572,0.1279922087,0.0917818687,0.0217033655
BC,14,403,TSUG,MER,,20.765517007,671.67808123,0.6912487678,0.1169915196,0.1150710252,0.0766886874,0.7194432161,0.1205155646,0.1107789514,0.0492622679
BC,14,404,TSUG,MER,HET,20.765517007,671.67808123,0.6912487678,0.1169915196,0.1150710252,0.0766886874,0.7194432161,0.1205155646,0.1107789514,0.0492622679
BC,14,500,PSEU,MEN,,0.1122965697,1193.96013,0.4919232963,0.1054565073,0.2160150224,0.186605174,0.6790498552,0.1200422775,0.1413039758,0.0596038914
BC,14,500,PSEU,MEN,MEN,0.1122965697,1193.96013,0.4919232963,0.1054565073,0.2160150224,0.186605174,0.6790498552,0.1200422775,0.1413039758,0.0596038914
BC,14,500,PSEU,MEN,GLA,0.1122965697,1193.96013,0.4919232963,0.1054565073,0.2160150224,0.186605174,0.6790498552,0.1200422775,0.1413039758,0.0596038914
BC,14,500,PSEU,SPP,,0.1122965697,1193.96013,0.4919232963,0.1054565073,0.2160150224,0.186605174,0.6790498552,0.1200422775,0.1413039758,0.0596038914
BC,14,600,LARI,SPP,,3.1504687193,493.39478854,0.7117250475,0.0856811328,0.1213658011,0.0812280186,0.7481475276,0.1147691197,0.0899382099,0.0471451428
BC,14,602,LARI,LAR,,3.1504687193,493.39478854,0.7117250475,0.0856811328,0.1213658011,0.0812280186,0.7481475276,0.1147691197,0.0899382099,0.0471451428
BC,14,603,LARI,OCC,,3.1504687193,493.39478854,0.7117250475,0.0856811328,0.1213658011,0.0812280186,0.7481475276,0.1147691197,0.0899382099,0.0471451428
BC,14,604,LARI,LYA,,3.1504687193,493.39478854,0.7117250475,0.0856811328,0.1213658011,0.0812280186,0.7481475276,0.1147691197,0.0899382099,0.0471451428
BC,14,700,THUJ,SPP,,1.9441407983,1553.3870598,0.3901491296,0.0982823283,0.2521626582,0.259405884,0.7014708241,0.1455473666,0.1260690794,0.0269127299
BC,14,702,THUJ,PLI,,1.9441407983,1553.3870598,0.3901491296,0.0982823283,0.2521626582,0.259405884,0.7014708241,0.1455473666,0.1260690794,0.0269127299
BC,14,901,TAXU,BRE,,1.9441407983,1553.3870598,0.3901491296,0.0982823283,0.2521626582,0.259405884,0.7014708241,0.1455473666,0.1260690794,0.0269127299
BC,14,1000,CHAM,SPP,,1.9662396999,925.64554812,0.1442106695,0.0341706549,0.3084477665,0.5131709091,0.7527315541,0.0866697394,0.094283376,0.0663153306
BC,14,1001,CHAM,NOO,,1.9662396999,925.64554812,0.1442106695,0.0341706549,0.3084477665,0.5131709091,0.7527315541,0.0866697394,0.094283376,0.0663153306
BC,14,1100,GENC,SPP,,0.0348602092,1200.3568916,0.0921252029,0.0235541868,0.5156717481,0.3686488622,0.3135551438,0.0435547034,0.5672584408,0.075631712
BC,14,1150,UNKN,SPP,,0.0348602092,1553.3870598,0.4601875577,0.0910466442,0.251727858,0.1970379401,0.5893920525,0.171838687,0.2087593068,0.0300099537
BC,14,1200,POPU,SPP,,0.0804231139,397.58396342,0.5786539603,0.1547059351,0.1798137062,0.0868263984,0.7572976076,0.1253428372,0.0904458904,0.0269136649
BC,14,1201,POPU,TRE,,0.0804231139,397.58396342,0.5786539603,0.1547059351,0.1798137062,0.0868263984,0.7572976076,0.1253428372,0.0904458904,0.0269136649
BC,14,1203,POPU,BAL,,1.2279190678,777.96279716,0.415028064,0.1808272169,0.2788647842,0.1252799349,0.7244935706,0.0796233024,0.1846588962,0.0112242308
BC,14,1203,POPU,BAL,BAL,1.2279190678,777.96279716,0.415028064,0.1808272169,0.2788647842,0.1252799349,0.7244935706,0.0796233024,0.1846588962,0.0112242308
BC,14,1203,POPU,BAL,GLA,1.2279190678,777.96279716,0.415028064,0.1808272169,0.2788647842,0.1252799349,0.7244935706,0.0796233024,0.1846588962,0.0112242308
BC,14,1204,POPU,TRI,,1.2279190678,777.96279716,0.415028064,0.1808272169,0.2788647842,0.1252799349,0.7244935706,0.0796233024,0.1846588962,0.0112242308
BC,14,1300,BETU,SPP,,3.1702252366,426.74937962,0.5506204579,0.1125108882,0.2149002312,0.1219684227,0.7089374421,0.1145891675,0.1332257542,0.0432476362
BC,14,1303,BETU,PAP,,3.1702252366,426.74937962,0.5506204579,0.1125108882,0.2149002312,0.1219684227,0.7089374421,0.1145891675,0.1332257542,0.0432476362
BC,14,1303,BETU,PAP,PAP,3.1702252366,426.74937962,0.5506204579,0.1125108882,0.2149002312,0.1219684227,0.7089374421,0.1145891675,0.1332257542,0.0432476362
BC,14,1305,BETU,NEO,,3.1702252366,426.74937962,0.5506204579,0.1125108882,0.2149002312,0.1219684227,0.7089374421,0.1145891675,0.1332257542,0.0432476362
BC,14,1305,BETU,ALA,,3.1702252366,426.74937962,0.5506204579,0.1125108882,0.2149002312,0.1219684227,0.7089374421,0.1145891675,0.1332257542,0.0432476362
BC,14,1308,BETU,PAP,NEO,3.1702252366,426.74937962,0.5506204579,0.1125108882,0.2149002312,0.1219684227,0.7089374421,0.1145891675,0.1332257542,0.0432476362
BC,14,1314,BETU,OCC,,3.1702252366,426.74937962,0.5506204579,0.1125108882,0.2149002312,0.1219684227,0.7089374421,0.1145891675,0.1332257542,0.0432476362
BC,14,1400,ACER,SPP,,63.848070885,799.55332508,0.6540833607,0.1290604415,0.1724371351,0.0444190627,0.7513259944,0.1286828401,0.1019819422,0.0180092233
BC,14,1403,ACER,MAC,,63.848070885,799.55332508,0.6540833607,0.1290604415,0.1724371351,0.0444190627,0.7513259944,0.1286828401,0.1019819422,0.0180092233
BC,14,1420,ACER,CIR,,63.848070885,799.55332508,0.6540833607,0.1290604415,0.1724371351,0.0444190627,0.7513259944,0.1286828401,0.1019819422,0.0180092233
BC,14,1500,GENH,SPP,,0.3822968646,666.8191736,0.35273795,0.0795091928,0.274914001,0.2928388562,0.7132452122,0.1185206621,0.1292705274,0.0389635983
BC,14,1800,ALNU,SPP,,0.3822968646,666.8191736,0.35273795,0.0795091928,0.274914001,0.2928388562,0.7132452122,0.1185206621,0.1292705274,0.0389635983
BC,14,1802,ALNU,RUB,,0.3822968646,666.8191736,0.35273795,0.0795091928,0.274914001,0.2928388562,0.7132452122,0.1185206621,0.1292705274,0.0389635983
BC,14,2100,QUER,SPP,,63.848070885,799.55332508,0.6540833607,0.1290604415,0.1724371351,0.0444190627,0.7513259944,0.1286828401,0.1019819422,0.0180092233
BC,14,2803,PRUN,EMA,,0.3822968646,666.8191736,0.35273795,0.0795091928,0.274914001,0.2928388562,0.7132452122,0.1185206621,0.1292705274,0.0389635983
BC,14,3500,SALI,SPP,,13.737444377,200.69643728,0.541784328,0.1087840794,0.2320721952,0.1173593974,0.6949143243,0.1338760181,0.1132274152,0.0579822424
