nfi_species,source_species,b1,b2,b3,b4,base_age,page,source_short
PINU.BAN,jack pine,0.0185,1.3382,0.4257,1.0464,50,5,Goelz & Burk 1992 CJFR 22:776-784 Table 2 (eqs. 10 & 16)
