"Species","parameter","estimate","NaturalSubregionNum","NaturalSubregionCode","Subregion"
"ABIE.BAL","b3",3.503466,"5","PAD","PAD"
"ABIE.BAL","b3",3.503466,"6","LBH","LBH"
"ABIE.BAL","b3",3.503466,"9","M","M"
"ABIE.BAL","b3",3.503466,"11","LF","LF"
"ABIE.BAL","b3",3.503466,"12","AP","AP"
"ABIE.BAL","b3",3.503466,"13","KU","KU"
"ABIE.BAL","b3",3.503466,"14","FP","FP"
"ABIE.BAL","b3",3.503466,"15","PRP","PRP"
"ABIE.BAL","b3",3.503466,"16","CP","CP"
"ABIE.BAL","b3",2.694363,"7","ALP","ALP"
"ABIE.BAL","b3",2.694363,"8","SA","SA"
"ABIE.BAL","b3",2.694363,"10","UF","UF"
"ABIE.BAL","b3",2.839497,NA,"Province","Province"
"ABIE.BAL","b4",-1.677185,"1","CM","CM"
"ABIE.BAL","b4",-1.677185,"2","DMW","DMW"
"ABIE.BAL","b4",-1.677185,"3","NM","NM"
"ABIE.BAL","b4",-1.677185,"4","BSA","BSA"
"ABIE.BAL","b4",-1.677185,"5","PAD","PAD"
"ABIE.BAL","b4",-1.677185,"6","LBH","LBH"
"ABIE.BAL","b4",-1.677185,"9","M","M"
"ABIE.BAL","b4",-1.677185,"11","LF","LF"
"ABIE.BAL","b4",-1.677185,"12","AP","AP"
"ABIE.BAL","b4",-1.677185,"13","KU","KU"
"ABIE.BAL","b4",-1.677185,"14","FP","FP"
"ABIE.BAL","b4",-1.677185,"15","PRP","PRP"
"ABIE.BAL","b4",-1.677185,"16","CP","CP"
"ABIE.BAL","b4",-1.277617,"7","ALP","ALP"
"ABIE.BAL","b4",-1.277617,"8","SA","SA"
"ABIE.BAL","b4",-1.277617,"10","UF","UF"
"ABIE.BAL","b4",-1.324815,NA,"Province","Province"
"ABIE.BAL","b5",0.128169,"1","CM","CM"
"ABIE.BAL","b5",0.128169,"2","DMW","DMW"
"ABIE.BAL","b5",0.128169,"3","NM","NM"
"ABIE.BAL","b5",0.128169,"4","BSA","BSA"
"ABIE.BAL","b5",0.128169,"5","PAD","PAD"
"ABIE.BAL","b5",0.128169,"6","LBH","LBH"
"ABIE.BAL","b5",0.128169,"9","M","M"
"ABIE.BAL","b5",0.128169,"11","LF","LF"
"ABIE.BAL","b5",0.128169,"12","AP","AP"
"ABIE.BAL","b5",0.128169,"13","KU","KU"
"ABIE.BAL","b5",0.128169,"14","FP","FP"
"ABIE.BAL","b5",0.128169,"15","PRP","PRP"
"ABIE.BAL","b5",0.128169,"16","CP","CP"
"ABIE.BAL","b5",0.087438,"7","ALP","ALP"
"ABIE.BAL","b5",0.087438,"8","SA","SA"
"ABIE.BAL","b5",0.087438,"10","UF","UF"
"ABIE.BAL","b5",0.077452,NA,"Province","Province"
"POPU.TRE","a0",0.944522,"2","DMW","DMW"
"POPU.TRE","a0",0.944522,"14","FP","FP"
"POPU.TRE","a0",0.944522,"15","PRP","PRP"
"POPU.TRE","a0",0.944522,"16","CP","CP"
"POPU.TRE","a0",0.905615,"9","M","M"
"POPU.TRE","a0",0.905615,"11","LF","LF"
"POPU.TRE","a0",0.588838,"7","ALP","ALP"
"POPU.TRE","a0",0.588838,"8","SA","SA"
"POPU.TRE","a0",0.588838,"10","UF","UF"
"POPU.TRE","a0",0.841897,"1","CM","CM"
"POPU.TRE","a0",0.841897,"3","NM","NM"
"POPU.TRE","a0",0.841897,"4","BSA","BSA"
"POPU.TRE","a0",0.841897,"5","PAD","PAD"
"POPU.TRE","a0",0.841897,"6","LBH","LBH"
"POPU.TRE","a0",0.841897,"12","AP","AP"
"POPU.TRE","a0",0.841897,"13","KU","KU"
"POPU.TRE","a0",0.790406,NA,"Province","Province"
"POPU.TRE","a1",0.93803,"2","DMW","DMW"
"POPU.TRE","a1",0.93803,"14","FP","FP"
"POPU.TRE","a1",0.93803,"15","PRP","PRP"
"POPU.TRE","a1",0.93803,"16","CP","CP"
"POPU.TRE","a1",0.964894,"9","M","M"
"POPU.TRE","a1",0.964894,"11","LF","LF"
"POPU.TRE","a1",1.161895,"7","ALP","ALP"
"POPU.TRE","a1",1.161895,"8","SA","SA"
"POPU.TRE","a1",1.161895,"10","UF","UF"
"POPU.TRE","a1",0.997064,"1","CM","CM"
"POPU.TRE","a1",0.997064,"3","NM","NM"
"POPU.TRE","a1",0.997064,"4","BSA","BSA"
"POPU.TRE","a1",0.997064,"5","PAD","PAD"
"POPU.TRE","a1",0.997064,"6","LBH","LBH"
"POPU.TRE","a1",0.997064,"12","AP","AP"
"POPU.TRE","a1",0.997064,"13","KU","KU"
"POPU.TRE","a1",1.026943,NA,"Province","Province"
"POPU.TRE","a2",1.001644,"2","DMW","DMW"
"POPU.TRE","a2",1.001644,"14","FP","FP"
"POPU.TRE","a2",1.001644,"15","PRP","PRP"
"POPU.TRE","a2",1.001644,"16","CP","CP"
"POPU.TRE","a2",1.000054,"9","M","M"
"POPU.TRE","a2",1.000054,"11","LF","LF"
"POPU.TRE","a2",0.992096,"7","ALP","ALP"
"POPU.TRE","a2",0.992096,"8","SA","SA"
"POPU.TRE","a2",0.992096,"10","UF","UF"
"POPU.TRE","a2",0.998713,"1","CM","CM"
"POPU.TRE","a2",0.998713,"3","NM","NM"
"POPU.TRE","a2",0.998713,"4","BSA","BSA"
"POPU.TRE","a2",0.998713,"5","PAD","PAD"
"POPU.TRE","a2",0.998713,"6","LBH","LBH"
"POPU.TRE","a2",0.998713,"12","AP","AP"
"POPU.TRE","a2",0.998713,"13","KU","KU"
"POPU.TRE","a2",0.997524,NA,"Province","Province"
"POPU.TRE","b1",0.695363,"2","DMW","DMW"
"POPU.TRE","b1",0.695363,"14","FP","FP"
"POPU.TRE","b1",0.695363,"15","PRP","PRP"
"POPU.TRE","b1",0.695363,"16","CP","CP"
"POPU.TRE","b1",0.553236,"9","M","M"
"POPU.TRE","b1",0.553236,"11","LF","LF"
"POPU.TRE","b1",0.7093,"7","ALP","ALP"
"POPU.TRE","b1",0.7093,"8","SA","SA"
"POPU.TRE","b1",0.7093,"10","UF","UF"
"POPU.TRE","b1",0.536865,"1","CM","CM"
"POPU.TRE","b1",0.536865,"3","NM","NM"
"POPU.TRE","b1",0.536865,"4","BSA","BSA"
"POPU.TRE","b1",0.536865,"5","PAD","PAD"
"POPU.TRE","b1",0.536865,"6","LBH","LBH"
"POPU.TRE","b1",0.536865,"12","AP","AP"
"POPU.TRE","b1",0.536865,"13","KU","KU"
"POPU.TRE","b1",0.600584,NA,"Province","Province"
"POPU.TRE","b2",-0.067849,"2","DMW","DMW"
"POPU.TRE","b2",-0.067849,"14","FP","FP"
"POPU.TRE","b2",-0.067849,"15","PRP","PRP"
"POPU.TRE","b2",-0.067849,"16","CP","CP"
"POPU.TRE","b2",-0.049737,"9","M","M"
"POPU.TRE","b2",-0.049737,"11","LF","LF"
"POPU.TRE","b2",-0.075446,"7","ALP","ALP"
"POPU.TRE","b2",-0.075446,"8","SA","SA"
"POPU.TRE","b2",-0.075446,"10","UF","UF"
"POPU.TRE","b2",-0.06402,"1","CM","CM"
"POPU.TRE","b2",-0.06402,"3","NM","NM"
"POPU.TRE","b2",-0.06402,"4","BSA","BSA"
"POPU.TRE","b2",-0.06402,"5","PAD","PAD"
"POPU.TRE","b2",-0.06402,"6","LBH","LBH"
"POPU.TRE","b2",-0.06402,"12","AP","AP"
"POPU.TRE","b2",-0.06402,"13","KU","KU"
"POPU.TRE","b2",-0.065681,NA,"Province","Province"
"POPU.TRE","b3",0.050603,"2","DMW","DMW"
"POPU.TRE","b3",0.050603,"14","FP","FP"
"POPU.TRE","b3",0.050603,"15","PRP","PRP"
"POPU.TRE","b3",0.050603,"16","CP","CP"
"POPU.TRE","b3",-0.280768,"9","M","M"
"POPU.TRE","b3",-0.280768,"11","LF","LF"
"POPU.TRE","b3",-0.116041,"7","ALP","ALP"
"POPU.TRE","b3",-0.116041,"8","SA","SA"
"POPU.TRE","b3",-0.116041,"10","UF","UF"
"POPU.TRE","b3",-0.234471,"1","CM","CM"
"POPU.TRE","b3",-0.234471,"3","NM","NM"
"POPU.TRE","b3",-0.234471,"4","BSA","BSA"
"POPU.TRE","b3",-0.234471,"5","PAD","PAD"
"POPU.TRE","b3",-0.234471,"6","LBH","LBH"
"POPU.TRE","b3",-0.234471,"12","AP","AP"
"POPU.TRE","b3",-0.234471,"13","KU","KU"
"POPU.TRE","b3",-0.173812,NA,"Province","Province"
"POPU.TRE","b4",-0.01633,"2","DMW","DMW"
"POPU.TRE","b4",-0.01633,"14","FP","FP"
"POPU.TRE","b4",-0.01633,"15","PRP","PRP"
"POPU.TRE","b4",-0.01633,"16","CP","CP"
"POPU.TRE","b4",0.170687,"9","M","M"
"POPU.TRE","b4",0.170687,"11","LF","LF"
"POPU.TRE","b4",0.040949,"7","ALP","ALP"
"POPU.TRE","b4",0.040949,"8","SA","SA"
"POPU.TRE","b4",0.040949,"10","UF","UF"
"POPU.TRE","b4",0.179963,"1","CM","CM"
"POPU.TRE","b4",0.179963,"3","NM","NM"
"POPU.TRE","b4",0.179963,"4","BSA","BSA"
"POPU.TRE","b4",0.179963,"5","PAD","PAD"
"POPU.TRE","b4",0.179963,"6","LBH","LBH"
"POPU.TRE","b4",0.179963,"12","AP","AP"
"POPU.TRE","b4",0.179963,"13","KU","KU"
"POPU.TRE","b4",0.121363,NA,"Province","Province"
"POPU.TRE","b5",0.116432,"2","DMW","DMW"
"POPU.TRE","b5",0.116432,"14","FP","FP"
"POPU.TRE","b5",0.116432,"15","PRP","PRP"
"POPU.TRE","b5",0.116432,"16","CP","CP"
"POPU.TRE","b5",0.075789,"9","M","M"
"POPU.TRE","b5",0.075789,"11","LF","LF"
"POPU.TRE","b5",0.113638,"7","ALP","ALP"
"POPU.TRE","b5",0.113638,"8","SA","SA"
"POPU.TRE","b5",0.113638,"10","UF","UF"
"POPU.TRE","b5",0.03155,"1","CM","CM"
"POPU.TRE","b5",0.03155,"3","NM","NM"
"POPU.TRE","b5",0.03155,"4","BSA","BSA"
"POPU.TRE","b5",0.03155,"5","PAD","PAD"
"POPU.TRE","b5",0.03155,"6","LBH","LBH"
"POPU.TRE","b5",0.03155,"12","AP","AP"
"POPU.TRE","b5",0.03155,"13","KU","KU"
"POPU.TRE","b5",0.063253,NA,"Province","Province"
"POPU.BAL","a0",0.913329,"7","ALP","ALP"
"POPU.BAL","a0",0.913329,"8","SA","SA"
"POPU.BAL","a0",0.913329,"9","M","M"
"POPU.BAL","a0",0.913329,"10","UF","UF"
"POPU.BAL","a0",0.913329,"11","LF","LF"
"POPU.BAL","a0",0.913329,"14","FP","FP"
"POPU.BAL","a0",0.80437,"1","CM","CM"
"POPU.BAL","a0",0.80437,"2","DMW","DMW"
"POPU.BAL","a0",0.80437,"3","NM","NM"
"POPU.BAL","a0",0.80437,"4","BSA","BSA"
"POPU.BAL","a0",0.80437,"5","PAD","PAD"
"POPU.BAL","a0",0.80437,"6","LBH","LBH"
"POPU.BAL","a0",0.80437,"12","AP","AP"
"POPU.BAL","a0",0.80437,"13","KU","KU"
"POPU.BAL","a0",0.80437,"15","PRP","PRP"
"POPU.BAL","a0",0.80437,"16","CP","CP"
"POPU.BAL","a0",0.861179,NA,"Province","Province"
"POPU.BAL","a1",0.92259,"7","ALP","ALP"
"POPU.BAL","a1",0.92259,"8","SA","SA"
"POPU.BAL","a1",0.92259,"9","M","M"
"POPU.BAL","a1",0.92259,"10","UF","UF"
"POPU.BAL","a1",0.92259,"11","LF","LF"
"POPU.BAL","a1",0.92259,"14","FP","FP"
"POPU.BAL","a1",0.982874,"1","CM","CM"
"POPU.BAL","a1",0.982874,"2","DMW","DMW"
"POPU.BAL","a1",0.982874,"3","NM","NM"
"POPU.BAL","a1",0.982874,"4","BSA","BSA"
"POPU.BAL","a1",0.982874,"5","PAD","PAD"
"POPU.BAL","a1",0.982874,"6","LBH","LBH"
"POPU.BAL","a1",0.982874,"12","AP","AP"
"POPU.BAL","a1",0.982874,"13","KU","KU"
"POPU.BAL","a1",0.982874,"15","PRP","PRP"
"POPU.BAL","a1",0.982874,"16","CP","CP"
"POPU.BAL","a1",0.951483,NA,"Province","Province"
"POPU.BAL","a2",1.002574,"7","ALP","ALP"
"POPU.BAL","a2",1.002574,"8","SA","SA"
"POPU.BAL","a2",1.002574,"9","M","M"
"POPU.BAL","a2",1.002574,"10","UF","UF"
"POPU.BAL","a2",1.002574,"11","LF","LF"
"POPU.BAL","a2",1.002574,"14","FP","FP"
"POPU.BAL","a2",0.999527,"1","CM","CM"
"POPU.BAL","a2",0.999527,"2","DMW","DMW"
"POPU.BAL","a2",0.999527,"3","NM","NM"
"POPU.BAL","a2",0.999527,"4","BSA","BSA"
"POPU.BAL","a2",0.999527,"5","PAD","PAD"
"POPU.BAL","a2",0.999527,"6","LBH","LBH"
"POPU.BAL","a2",0.999527,"12","AP","AP"
"POPU.BAL","a2",0.999527,"13","KU","KU"
"POPU.BAL","a2",0.999527,"15","PRP","PRP"
"POPU.BAL","a2",0.999527,"16","CP","CP"
"POPU.BAL","a2",1.000957,NA,"Province","Province"
"POPU.BAL","b1",0.308448,"7","ALP","ALP"
"POPU.BAL","b1",0.308448,"8","SA","SA"
"POPU.BAL","b1",0.308448,"9","M","M"
"POPU.BAL","b1",0.308448,"10","UF","UF"
"POPU.BAL","b1",0.308448,"11","LF","LF"
"POPU.BAL","b1",0.308448,"14","FP","FP"
"POPU.BAL","b1",0.996958,"1","CM","CM"
"POPU.BAL","b1",0.996958,"2","DMW","DMW"
"POPU.BAL","b1",0.996958,"3","NM","NM"
"POPU.BAL","b1",0.996958,"4","BSA","BSA"
"POPU.BAL","b1",0.996958,"5","PAD","PAD"
"POPU.BAL","b1",0.996958,"6","LBH","LBH"
"POPU.BAL","b1",0.996958,"12","AP","AP"
"POPU.BAL","b1",0.996958,"13","KU","KU"
"POPU.BAL","b1",0.996958,"15","PRP","PRP"
"POPU.BAL","b1",0.996958,"16","CP","CP"
"POPU.BAL","b1",0.752581,NA,"Province","Province"
"POPU.BAL","b2",-0.06567,"7","ALP","ALP"
"POPU.BAL","b2",-0.06567,"8","SA","SA"
"POPU.BAL","b2",-0.06567,"9","M","M"
"POPU.BAL","b2",-0.06567,"10","UF","UF"
"POPU.BAL","b2",-0.06567,"11","LF","LF"
"POPU.BAL","b2",-0.06567,"14","FP","FP"
"POPU.BAL","b2",-0.223248,"1","CM","CM"
"POPU.BAL","b2",-0.223248,"2","DMW","DMW"
"POPU.BAL","b2",-0.223248,"3","NM","NM"
"POPU.BAL","b2",-0.223248,"4","BSA","BSA"
"POPU.BAL","b2",-0.223248,"5","PAD","PAD"
"POPU.BAL","b2",-0.223248,"6","LBH","LBH"
"POPU.BAL","b2",-0.223248,"12","AP","AP"
"POPU.BAL","b2",-0.223248,"13","KU","KU"
"POPU.BAL","b2",-0.223248,"15","PRP","PRP"
"POPU.BAL","b2",-0.223248,"16","CP","CP"
"POPU.BAL","b2",-0.167305,NA,"Province","Province"
"POPU.BAL","b3",-0.10213,"7","ALP","ALP"
"POPU.BAL","b3",-0.10213,"8","SA","SA"
"POPU.BAL","b3",-0.10213,"9","M","M"
"POPU.BAL","b3",-0.10213,"10","UF","UF"
"POPU.BAL","b3",-0.10213,"11","LF","LF"
"POPU.BAL","b3",-0.10213,"14","FP","FP"
"POPU.BAL","b3",1.106731,"1","CM","CM"
"POPU.BAL","b3",1.106731,"2","DMW","DMW"
"POPU.BAL","b3",1.106731,"3","NM","NM"
"POPU.BAL","b3",1.106731,"4","BSA","BSA"
"POPU.BAL","b3",1.106731,"5","PAD","PAD"
"POPU.BAL","b3",1.106731,"6","LBH","LBH"
"POPU.BAL","b3",1.106731,"12","AP","AP"
"POPU.BAL","b3",1.106731,"13","KU","KU"
"POPU.BAL","b3",1.106731,"15","PRP","PRP"
"POPU.BAL","b3",1.106731,"16","CP","CP"
"POPU.BAL","b3",0.693611,NA,"Province","Province"
"POPU.BAL","b4",0.226336,"7","ALP","ALP"
"POPU.BAL","b4",0.226336,"8","SA","SA"
"POPU.BAL","b4",0.226336,"9","M","M"
"POPU.BAL","b4",0.226336,"10","UF","UF"
"POPU.BAL","b4",0.226336,"11","LF","LF"
"POPU.BAL","b4",0.226336,"14","FP","FP"
"POPU.BAL","b4",-0.459817,"1","CM","CM"
"POPU.BAL","b4",-0.459817,"2","DMW","DMW"
"POPU.BAL","b4",-0.459817,"3","NM","NM"
"POPU.BAL","b4",-0.459817,"4","BSA","BSA"
"POPU.BAL","b4",-0.459817,"5","PAD","PAD"
"POPU.BAL","b4",-0.459817,"6","LBH","LBH"
"POPU.BAL","b4",-0.459817,"12","AP","AP"
"POPU.BAL","b4",-0.459817,"13","KU","KU"
"POPU.BAL","b4",-0.459817,"15","PRP","PRP"
"POPU.BAL","b4",-0.459817,"16","CP","CP"
"POPU.BAL","b4",-0.224137,NA,"Province","Province"
"POPU.BAL","b5",0.023148,"7","ALP","ALP"
"POPU.BAL","b5",0.023148,"8","SA","SA"
"POPU.BAL","b5",0.023148,"9","M","M"
"POPU.BAL","b5",0.023148,"10","UF","UF"
"POPU.BAL","b5",0.023148,"11","LF","LF"
"POPU.BAL","b5",0.023148,"14","FP","FP"
"POPU.BAL","b5",-0.003392,"1","CM","CM"
"POPU.BAL","b5",-0.003392,"2","DMW","DMW"
"POPU.BAL","b5",-0.003392,"3","NM","NM"
"POPU.BAL","b5",-0.003392,"4","BSA","BSA"
"POPU.BAL","b5",-0.003392,"5","PAD","PAD"
"POPU.BAL","b5",-0.003392,"6","LBH","LBH"
"POPU.BAL","b5",-0.003392,"12","AP","AP"
"POPU.BAL","b5",-0.003392,"13","KU","KU"
"POPU.BAL","b5",-0.003392,"15","PRP","PRP"
"POPU.BAL","b5",-0.003392,"16","CP","CP"
"POPU.BAL","b5",0.008214,NA,"Province","Province"
"PICE.GLA","a0",0.713393,"7","ALP","ALP"
"PICE.GLA","a0",0.713393,"8","SA","SA"
"PICE.GLA","a0",0.713393,"10","UF","UF"
"PICE.GLA","a0",0.903528,"1","CM","CM"
"PICE.GLA","a0",0.903528,"2","DMW","DMW"
"PICE.GLA","a0",0.903528,"3","NM","NM"
"PICE.GLA","a0",0.903528,"4","BSA","BSA"
"PICE.GLA","a0",0.903528,"5","PAD","PAD"
"PICE.GLA","a0",0.903528,"6","LBH","LBH"
"PICE.GLA","a0",0.903528,"12","AP","AP"
"PICE.GLA","a0",0.903528,"13","KU","KU"
"PICE.GLA","a0",0.903528,"15","PRP","PRP"
"PICE.GLA","a0",0.903528,"16","CP","CP"
"PICE.GLA","a0",0.862685,"9","M","M"
"PICE.GLA","a0",0.862685,"11","LF","LF"
"PICE.GLA","a0",0.862685,"14","FP","FP"
"PICE.GLA","a0",0.860438,NA,"Province","Province"
"PICE.GLA","a1",1.071533,"7","ALP","ALP"
"PICE.GLA","a1",1.071533,"8","SA","SA"
"PICE.GLA","a1",1.071533,"10","UF","UF"
"PICE.GLA","a1",0.975136,"1","CM","CM"
"PICE.GLA","a1",0.975136,"2","DMW","DMW"
"PICE.GLA","a1",0.975136,"3","NM","NM"
"PICE.GLA","a1",0.975136,"4","BSA","BSA"
"PICE.GLA","a1",0.975136,"5","PAD","PAD"
"PICE.GLA","a1",0.975136,"6","LBH","LBH"
"PICE.GLA","a1",0.975136,"12","AP","AP"
"PICE.GLA","a1",0.975136,"13","KU","KU"
"PICE.GLA","a1",0.975136,"15","PRP","PRP"
"PICE.GLA","a1",0.975136,"16","CP","CP"
"PICE.GLA","a1",0.993148,"9","M","M"
"PICE.GLA","a1",0.993148,"11","LF","LF"
"PICE.GLA","a1",0.993148,"14","FP","FP"
"PICE.GLA","a1",0.995406,NA,"Province","Province"
"PICE.GLA","a2",0.996067,"7","ALP","ALP"
"PICE.GLA","a2",0.996067,"8","SA","SA"
"PICE.GLA","a2",0.996067,"10","UF","UF"
"PICE.GLA","a2",0.999018,"1","CM","CM"
"PICE.GLA","a2",0.999018,"2","DMW","DMW"
"PICE.GLA","a2",0.999018,"3","NM","NM"
"PICE.GLA","a2",0.999018,"4","BSA","BSA"
"PICE.GLA","a2",0.999018,"5","PAD","PAD"
"PICE.GLA","a2",0.999018,"6","LBH","LBH"
"PICE.GLA","a2",0.999018,"12","AP","AP"
"PICE.GLA","a2",0.999018,"13","KU","KU"
"PICE.GLA","a2",0.999018,"15","PRP","PRP"
"PICE.GLA","a2",0.999018,"16","CP","CP"
"PICE.GLA","a2",0.998773,"9","M","M"
"PICE.GLA","a2",0.998773,"11","LF","LF"
"PICE.GLA","a2",0.998773,"14","FP","FP"
"PICE.GLA","a2",0.998493,NA,"Province","Province"
"PICE.GLA","b1",1.153679,"7","ALP","ALP"
"PICE.GLA","b1",1.153679,"8","SA","SA"
"PICE.GLA","b1",1.153679,"10","UF","UF"
"PICE.GLA","b1",0.846981,"1","CM","CM"
"PICE.GLA","b1",0.846981,"2","DMW","DMW"
"PICE.GLA","b1",0.846981,"3","NM","NM"
"PICE.GLA","b1",0.846981,"4","BSA","BSA"
"PICE.GLA","b1",0.846981,"5","PAD","PAD"
"PICE.GLA","b1",0.846981,"6","LBH","LBH"
"PICE.GLA","b1",0.846981,"12","AP","AP"
"PICE.GLA","b1",0.846981,"13","KU","KU"
"PICE.GLA","b1",0.846981,"15","PRP","PRP"
"PICE.GLA","b1",0.846981,"16","CP","CP"
"PICE.GLA","b1",1.135018,"9","M","M"
"PICE.GLA","b1",1.135018,"11","LF","LF"
"PICE.GLA","b1",1.135018,"14","FP","FP"
"PICE.GLA","b1",1.040218,NA,"Province","Province"
"PICE.GLA","b2",-0.283807,"7","ALP","ALP"
"PICE.GLA","b2",-0.283807,"8","SA","SA"
"PICE.GLA","b2",-0.283807,"10","UF","UF"
"PICE.GLA","b2",-0.244969,"1","CM","CM"
"PICE.GLA","b2",-0.244969,"2","DMW","DMW"
"PICE.GLA","b2",-0.244969,"3","NM","NM"
"PICE.GLA","b2",-0.244969,"4","BSA","BSA"
"PICE.GLA","b2",-0.244969,"5","PAD","PAD"
"PICE.GLA","b2",-0.244969,"6","LBH","LBH"
"PICE.GLA","b2",-0.244969,"12","AP","AP"
"PICE.GLA","b2",-0.244969,"13","KU","KU"
"PICE.GLA","b2",-0.244969,"15","PRP","PRP"
"PICE.GLA","b2",-0.244969,"16","CP","CP"
"PICE.GLA","b2",-0.252377,"9","M","M"
"PICE.GLA","b2",-0.252377,"11","LF","LF"
"PICE.GLA","b2",-0.252377,"14","FP","FP"
"PICE.GLA","b2",-0.252387,NA,"Province","Province"
"PICE.GLA","b3",2.022713,"7","ALP","ALP"
"PICE.GLA","b3",2.022713,"8","SA","SA"
"PICE.GLA","b3",2.022713,"10","UF","UF"
"PICE.GLA","b3",1.783097,"1","CM","CM"
"PICE.GLA","b3",1.783097,"2","DMW","DMW"
"PICE.GLA","b3",1.783097,"3","NM","NM"
"PICE.GLA","b3",1.783097,"4","BSA","BSA"
"PICE.GLA","b3",1.783097,"5","PAD","PAD"
"PICE.GLA","b3",1.783097,"6","LBH","LBH"
"PICE.GLA","b3",1.783097,"12","AP","AP"
"PICE.GLA","b3",1.783097,"13","KU","KU"
"PICE.GLA","b3",1.783097,"15","PRP","PRP"
"PICE.GLA","b3",1.783097,"16","CP","CP"
"PICE.GLA","b3",1.885321,"9","M","M"
"PICE.GLA","b3",1.885321,"11","LF","LF"
"PICE.GLA","b3",1.885321,"14","FP","FP"
"PICE.GLA","b3",1.842818,NA,"Province","Province"
"PICE.GLA","b4",-0.953783,"7","ALP","ALP"
"PICE.GLA","b4",-0.953783,"8","SA","SA"
"PICE.GLA","b4",-0.953783,"10","UF","UF"
"PICE.GLA","b4",-0.730236,"1","CM","CM"
"PICE.GLA","b4",-0.730236,"2","DMW","DMW"
"PICE.GLA","b4",-0.730236,"3","NM","NM"
"PICE.GLA","b4",-0.730236,"4","BSA","BSA"
"PICE.GLA","b4",-0.730236,"5","PAD","PAD"
"PICE.GLA","b4",-0.730236,"6","LBH","LBH"
"PICE.GLA","b4",-0.730236,"12","AP","AP"
"PICE.GLA","b4",-0.730236,"13","KU","KU"
"PICE.GLA","b4",-0.730236,"15","PRP","PRP"
"PICE.GLA","b4",-0.730236,"16","CP","CP"
"PICE.GLA","b4",-0.921437,"9","M","M"
"PICE.GLA","b4",-0.921437,"11","LF","LF"
"PICE.GLA","b4",-0.921437,"14","FP","FP"
"PICE.GLA","b4",-0.852227,NA,"Province","Province"
"PICE.GLA","b5",0.101608,"7","ALP","ALP"
"PICE.GLA","b5",0.101608,"8","SA","SA"
"PICE.GLA","b5",0.101608,"10","UF","UF"
"PICE.GLA","b5",0.040997,"1","CM","CM"
"PICE.GLA","b5",0.040997,"2","DMW","DMW"
"PICE.GLA","b5",0.040997,"3","NM","NM"
"PICE.GLA","b5",0.040997,"4","BSA","BSA"
"PICE.GLA","b5",0.040997,"5","PAD","PAD"
"PICE.GLA","b5",0.040997,"6","LBH","LBH"
"PICE.GLA","b5",0.040997,"12","AP","AP"
"PICE.GLA","b5",0.040997,"13","KU","KU"
"PICE.GLA","b5",0.040997,"15","PRP","PRP"
"PICE.GLA","b5",0.040997,"16","CP","CP"
"PICE.GLA","b5",0.150228,"9","M","M"
"PICE.GLA","b5",0.150228,"11","LF","LF"
"PICE.GLA","b5",0.150228,"14","FP","FP"
"PICE.GLA","b5",0.110359,NA,"Province","Province"
"PINU.CON","a0",0.800648,"7","ALP","ALP"
"PINU.CON","a0",0.800648,"8","SA","SA"
"PINU.CON","a0",0.957164,"6","LBH","LBH"
"PINU.CON","a0",0.957164,"9","M","M"
"PINU.CON","a0",0.957164,"11","LF","LF"
"PINU.CON","a0",0.957164,"14","FP","FP"
"PINU.CON","a0",0.828665,"4","BSA","BSA"
"PINU.CON","a0",0.828665,"10","UF","UF"
"PINU.CON","a0",1.033572,"1","CM","CM"
"PINU.CON","a0",1.033572,"2","DMW","DMW"
"PINU.CON","a0",1.033572,"3","NM","NM"
"PINU.CON","a0",1.033572,"5","PAD","PAD"
"PINU.CON","a0",1.033572,"12","AP","AP"
"PINU.CON","a0",1.033572,"13","KU","KU"
"PINU.CON","a0",1.033572,"15","PRP","PRP"
"PINU.CON","a0",1.033572,"16","CP","CP"
"PINU.CON","a0",0.897617,NA,"Province","Province"
"PINU.CON","a1",1.053544,"7","ALP","ALP"
"PINU.CON","a1",1.053544,"8","SA","SA"
"PINU.CON","a1",0.959992,"6","LBH","LBH"
"PINU.CON","a1",0.959992,"9","M","M"
"PINU.CON","a1",0.959992,"11","LF","LF"
"PINU.CON","a1",0.959992,"14","FP","FP"
"PINU.CON","a1",1.024196,"4","BSA","BSA"
"PINU.CON","a1",1.024196,"10","UF","UF"
"PINU.CON","a1",0.913621,"1","CM","CM"
"PINU.CON","a1",0.913621,"2","DMW","DMW"
"PINU.CON","a1",0.913621,"3","NM","NM"
"PINU.CON","a1",0.913621,"5","PAD","PAD"
"PINU.CON","a1",0.913621,"12","AP","AP"
"PINU.CON","a1",0.913621,"13","KU","KU"
"PINU.CON","a1",0.913621,"15","PRP","PRP"
"PINU.CON","a1",0.913621,"16","CP","CP"
"PINU.CON","a1",0.988518,NA,"Province","Province"
"PINU.CON","a2",0.995568,"7","ALP","ALP"
"PINU.CON","a2",0.995568,"8","SA","SA"
"PINU.CON","a2",0.999774,"6","LBH","LBH"
"PINU.CON","a2",0.999774,"9","M","M"
"PINU.CON","a2",0.999774,"11","LF","LF"
"PINU.CON","a2",0.999774,"14","FP","FP"
"PINU.CON","a2",0.997492,"4","BSA","BSA"
"PINU.CON","a2",0.997492,"10","UF","UF"
"PINU.CON","a2",1.000765,"1","CM","CM"
"PINU.CON","a2",1.000765,"2","DMW","DMW"
"PINU.CON","a2",1.000765,"3","NM","NM"
