juris_id, ecozone,canfi_spec,genus,species,variety,a1,a2,a3,b1,b2,b3,c1,c2,c3,count
BC,14,101,PICE,MAR,,-1.8679,-0.0011901,0.0124362,0.2574304,0.0024547,-0.512113,0.2781854,0.0003206,-0.4885781,20
BC,14,104,PICE,ENG,,-1.161836,0.0000405,-0.1706206,0.122529,-0.0006311,-0.2523991,0.6790304,0.0000945,-0.5072063,823
BC,14,104,PICE,ENG,GLA,-1.161836,0.0000405,-0.1706206,0.122529,-0.0006311,-0.2523991,0.6790304,0.0000945,-0.5072063,823
BC,14,105,PICE,GLA,,-1.00906,0.0004935,-0.2195034,3.724192,0.0047118,-1.238587,3.339834,0.003175,-1.208405,6480
BC,14,106,PICE,SIT,,-3.361127,-0.000799,0.3065271,-0.2673702,-0.0005612,-0.1982598,0.6649001,0.0004419,-0.4669806,309
BC,14,106,PICE,SIT,X,-3.361127,-0.000799,0.3065271,-0.2673702,-0.0005612,-0.1982598,0.6649001,0.0004419,-0.4669806,309
BC,14,111,PICE,LUT,X,-1.00906,0.0004935,-0.2195034,3.724192,0.0047118,-1.238587,3.339834,0.003175,-1.208405,6480
BC,14,111,PICE,LUT,,-1.00906,0.0004935,-0.2195034,3.724192,0.0047118,-1.238587,3.339834,0.003175,-1.208405,6480
BC,14,200,PINU,SPP,,-1.404555,0.0001692,-0.1777955,0.4829938,0.0010944,-0.5552174,0.3408325,0.0009288,-0.6203242,10701
BC,14,201,PINU,MON,,-0.5118219,0.0009205,-0.3217572,2.019649,0.0022129,-0.7684928,2.662205,0.0026659,-1.021211,104
BC,14,203,PINU,BAN,,-1.404555,0.0001692,-0.1777955,0.4829938,0.0010944,-0.5552174,0.3408325,0.0009288,-0.6203242,10701
BC,14,204,PINU,CON,,-1.404555,0.0001692,-0.1777955,0.4829938,0.0010944,-0.5552174,0.3408325,0.0009288,-0.6203242,10701
BC,14,204,PINU,CON,LAT,-1.404555,0.0001692,-0.1777955,0.4829938,0.0010944,-0.5552174,0.3408325,0.0009288,-0.6203242,10701
BC,14,206,PINU,ALB,,-0.8243702,0.0013559,-0.2982203,2.185823,0.0024881,-0.788496,2.422945,0.0026234,-0.9501085,107
BC,14,208,PINU,PON,,-2.072806,-0.00096,-0.0156953,0.7278768,0.0018701,-0.5897837,-0.3655799,0.0004557,-0.4323731,273
BC,14,213,PINU,FLE,,-0.8243702,0.0013559,-0.2982203,2.185823,0.0024881,-0.788496,2.422945,0.0026234,-0.9501085,107
BC,14,300,ABIE,SPP,,-1.001528,0.0006186,-0.1903246,2.40352,0.0032284,-0.8308831,1.761826,0.0018633,-0.7672554,6125
BC,14,301,ABIE,AMA,,-1.001528,0.0006186,-0.1903246,2.40352,0.0032284,-0.8308831,1.761826,0.0018633,-0.7672554,6125
BC,14,302,ABIE,BAL,,-1.001528,0.0006186,-0.1903246,2.40352,0.0032284,-0.8308831,1.761826,0.0018633,-0.7672554,6125
BC,14,303,ABIE,GRA,,-1.001528,0.0006186,-0.1903246,2.40352,0.0032284,-0.8308831,1.761826,0.0018633,-0.7672554,6125
BC,14,304,ABIE,LAS,,-1.001528,0.0006186,-0.1903246,2.40352,0.0032284,-0.8308831,1.761826,0.0018633,-0.7672554,6125
BC,14,308,ABIE,BIF,,-1.001528,0.0006186,-0.1903246,2.40352,0.0032284,-0.8308831,1.761826,0.0018633,-0.7672554,6125
BC,14,400,TSUG,SPP,,-1.212644,0.0004417,-0.137378,0.704756,-0.0002659,-0.3895794,1.281835,-0.0011045,-0.5916393,1952
BC,14,402,TSUG,HET,,-1.212644,0.0004417,-0.137378,0.704756,-0.0002659,-0.3895794,1.281835,-0.0011045,-0.5916393,1952
BC,14,403,TSUG,MER,,-1.933328,-0.0002669,0.0500062,-2.304049,-0.0009398,0.1633143,-2.237917,-0.0008285,0.0173515,31
BC,14,404,TSUG,MER,HET,-1.933328,-0.0002669,0.0500062,-2.304049,-0.0009398,0.1633143,-2.237917,-0.0008285,0.0173515,31
BC,14,500,PSEU,MEN,,-1.44127,0.0001152,-0.0605321,-0.5390081,0.0001701,-0.1740484,-0.5489395,-0.0000482,-0.257643,7492
BC,14,500,PSEU,MEN,MEN,-1.44127,0.0001152,-0.0605321,-0.5390081,0.0001701,-0.1740484,-0.5489395,-0.0000482,-0.257643,7492
BC,14,500,PSEU,MEN,GLA,-1.44127,0.0001152,-0.0605321,-0.5390081,0.0001701,-0.1740484,-0.5489395,-0.0000482,-0.257643,7492
BC,14,500,PSEU,SPP,,-1.44127,0.0001152,-0.0605321,-0.5390081,0.0001701,-0.1740484,-0.5489395,-0.0000482,-0.257643,7492
BC,14,600,LARI,SPP,,-2.161013,0.0003227,0.0204651,-1.458815,0.0005336,-0.1485879,-1.734942,0.0005368,-0.2083722,633
BC,14,602,LARI,LAR,,-2.161013,0.0003227,0.0204651,-1.458815,0.0005336,-0.1485879,-1.734942,0.0005368,-0.2083722,633
BC,14,603,LARI,OCC,,-2.161013,0.0003227,0.0204651,-1.458815,0.0005336,-0.1485879,-1.734942,0.0005368,-0.2083722,633
BC,14,604,LARI,LYA,,-2.161013,0.0003227,0.0204651,-1.458815,0.0005336,-0.1485879,-1.734942,0.0005368,-0.2083722,633
BC,14,700,THUJ,SPP,,-1.016917,0.0005282,-0.1872104,0.2404317,0.0003952,-0.3496854,0.6514865,0.0000696,-0.5468589,1904
BC,14,702,THUJ,PLI,,-1.016917,0.0005282,-0.1872104,0.2404317,0.0003952,-0.3496854,0.6514865,0.0000696,-0.5468589,1904
BC,14,901,TAXU,BRE,,-1.016917,0.0005282,-0.1872104,0.2404317,0.0003952,-0.3496854,0.6514865,0.0000696,-0.5468589,1904
BC,14,1000,CHAM,SPP,,-0.9834271,0.0004674,-0.2356425,2.309915,0.0011647,-0.7995195,3.442847,0.00194,-1.121712,299
BC,14,1001,CHAM,NOO,,-0.9834271,0.0004674,-0.2356425,2.309915,0.0011647,-0.7995195,3.442847,0.00194,-1.121712,299
BC,14,1100,GENC,SPP,,-1.00906,0.0004935,-0.2195034,3.724192,0.0047118,-1.238587,3.339834,0.003175,-1.208405,6480
BC,14,1150,UNKN,SPP,,-1.374904,0.0008101,-0.1518118,-0.0273913,0.0010357,-0.3563075,-0.2213073,0.0000612,-0.3878608,35836
BC,14,1200,POPU,SPP,,-1.135726,0.0000352,-0.1128682,-0.7983369,0.0001015,-0.2279167,-1.417116,-0.0003774,-0.2950961,1044
BC,14,1201,POPU,TRE,,-1.135726,0.0000352,-0.1128682,-0.7983369,0.0001015,-0.2279167,-1.417116,-0.0003774,-0.2950961,1044
BC,14,1203,POPU,BAL,,-0.1941711,0.0003946,-0.348334,0.4533885,0.0016546,-0.4663858,-0.099599,-0.0000868,-0.6003633,143
BC,14,1203,POPU,BAL,BAL,-0.1941711,0.0003946,-0.348334,0.4533885,0.0016546,-0.4663858,-0.099599,-0.0000868,-0.6003633,143
BC,14,1203,POPU,BAL,GLA,-0.1941711,0.0003946,-0.348334,0.4533885,0.0016546,-0.4663858,-0.099599,-0.0000868,-0.6003633,143
BC,14,1204,POPU,TRI,,-0.1941711,0.0003946,-0.348334,0.4533885,0.0016546,-0.4663858,-0.099599,-0.0000868,-0.6003633,143
BC,14,1300,BETU,SPP,,-1.435142,0.00013,-0.0729665,-0.2901634,0.001193,-0.3115885,-0.6310637,0.0008751,-0.4184697,295
BC,14,1303,BETU,PAP,,-1.435142,0.00013,-0.0729665,-0.2901634,0.001193,-0.3115885,-0.6310637,0.0008751,-0.4184697,295
BC,14,1303,BETU,PAP,PAP,-1.435142,0.00013,-0.0729665,-0.2901634,0.001193,-0.3115885,-0.6310637,0.0008751,-0.4184697,295
BC,14,1305,BETU,NEO,,-1.435142,0.00013,-0.0729665,-0.2901634,0.001193,-0.3115885,-0.6310637,0.0008751,-0.4184697,295
BC,14,1305,BETU,ALA,,-1.435142,0.00013,-0.0729665,-0.2901634,0.001193,-0.3115885,-0.6310637,0.0008751,-0.4184697,295
BC,14,1308,BETU,PAP,NEO,-1.435142,0.00013,-0.0729665,-0.2901634,0.001193,-0.3115885,-0.6310637,0.0008751,-0.4184697,295
BC,14,1314,BETU,OCC,,-1.435142,0.00013,-0.0729665,-0.2901634,0.001193,-0.3115885,-0.6310637,0.0008751,-0.4184697,295
BC,14,1400,ACER,SPP,,-1.245223,0.0001115,-0.0909402,-0.1433123,0.0000392,-0.2817628,-0.6381011,0.0002152,-0.4880087,36
BC,14,1403,ACER,MAC,,-1.245223,0.0001115,-0.0909402,-0.1433123,0.0000392,-0.2817628,-0.6381011,0.0002152,-0.4880087,36
BC,14,1420,ACER,CIR,,-1.245223,0.0001115,-0.0909402,-0.1433123,0.0000392,-0.2817628,-0.6381011,0.0002152,-0.4880087,36
BC,14,1500,GENH,SPP,,-1.325911,0.0002484,-0.0974602,0.1935639,-0.0002836,-0.2630376,1.165095,0.0017343,-0.8031898,223
BC,14,1800,ALNU,SPP,,-1.325911,0.0002484,-0.0974602,0.1935639,-0.0002836,-0.2630376,1.165095,0.0017343,-0.8031898,223
BC,14,1802,ALNU,RUB,,-1.325911,0.0002484,-0.0974602,0.1935639,-0.0002836,-0.2630376,1.165095,0.0017343,-0.8031898,223
BC,14,2100,QUER,SPP,,-1.245223,0.0001115,-0.0909402,-0.1433123,0.0000392,-0.2817628,-0.6381011,0.0002152,-0.4880087,36
BC,14,2803,PRUN,EMA,,-1.325911,0.0002484,-0.0974602,0.1935639,-0.0002836,-0.2630376,1.165095,0.0017343,-0.8031898,223
BC,14,3500,SALI,SPP,,-2.032221,-0.0022207,0.1560215,-0.1270363,-0.002147,-0.2358926,-0.2603108,0.0004764,-0.4353695,7
BC,14,3930,MALU,SPP,,-1.325911,0.0002484,-0.0974602,0.1935639,-0.0002836,-0.2630376,1.165095,0.0017343,-0.8031898,223
BC,14,3930,MALU,FUS,,-1.325911,0.0002484,-0.0974602,0.1935639,-0.0002836,-0.2630376,1.165095,0.0017343,-0.8031898,223
BC,14,3930,MALU,COR,,-1.325911,0.0002484,-0.0974602,0.1935639,-0.0002836,-0.2630376,1.165095,0.0017343,-0.8031898,223
MB,3,101,PICE,MAR,,-1.744836,0.0000164,-0.045652,-1.070055,-0.0014322,-0.1659712,-0.6126567,-0.000948,-0.2907588,1182
MB,3,105,PICE,GLA,,-1.401168,0.0014742,-0.151224,-0.7232708,0.0010141,-0.2478244,-0.131813,-0.0007028,-0.401185,182
MB,3,203,PINU,BAN,,-2.111897,-0.0003398,-0.040599,-0.4665613,-0.0004263,-0.3407016,-1.211143,-0.0003894,-0.2729337,1154
MB,3,602,LARI,LAR,,-2.200225,-0.0012317,0.0208564,-1.874419,-0.0061411,0.1357377,-1.723543,-0.0039886,-0.0527991,349
MB,3,1100,GENC,SPP,,-1.744836,0.0000164,-0.045652,-1.070055,-0.0014322,-0.1659712,-0.6126567,-0.000948,-0.2907588,1182
MB,3,1200,POPU,SPP,,-1.272288,0.0005062,-0.085909,-1.048149,0.0004709,-0.1711201,-0.9596301,-0.0004234,-0.3826086,625
MB,3,1201,POPU,TRE,,-1.272288,0.0005062,-0.085909,-1.048149,0.0004709,-0.1711201,-0.9596301,-0.0004234,-0.3826086,625
MB,3,1203,POPU,BAL,,-1.272288,0.0005062,-0.085909,-1.048149,0.0004709,-0.1711201,-0.9596301,-0.0004234,-0.3826086,625
MB,3,1203,POPU,BAL,BAL,-1.272288,0.0005062,-0.085909,-1.048149,0.0004709,-0.1711201,-0.9596301,-0.0004234,-0.3826086,625
MB,3,1203,POPU,BAL,GLA,-1.272288,0.0005062,-0.085909,-1.048149,0.0004709,-0.1711201,-0.9596301,-0.0004234,-0.3826086,625
MB,3,1206,POPU,GRA,,-1.272288,0.0005062,-0.085909,-1.048149,0.0004709,-0.1711201,-0.9596301,-0.0004234,-0.3826086,625
MB,3,1308,BETU,PAP,NEO,-2.369852,-0.0029595,0.2123244,0.7544854,0.0059647,-0.6083887,-1.439911,0.0004414,-0.2950217,82
MB,5,101,PICE,MAR,,-1.744836,0.0000164,-0.045652,-1.070055,-0.0014322,-0.1659712,-0.6126567,-0.000948,-0.2907588,1182
MB,5,105,PICE,GLA,,-1.401168,0.0014742,-0.151224,-0.7232708,0.0010141,-0.2478244,-0.131813,-0.0007028,-0.401185,182
MB,5,203,PINU,BAN,,-2.111897,-0.0003398,-0.040599,-0.4665613,-0.0004263,-0.3407016,-1.211143,-0.0003894,-0.2729337,1154
MB,5,302,ABIE,BAL,,-1.671886,-0.0002512,-0.0080862,-0.8571045,0.0014477,-0.2527275,-0.6683693,-0.0030847,-0.2447528,254
MB,5,602,LARI,LAR,,-2.200225,-0.0012317,0.0208564,-1.874419,-0.0061411,0.1357377,-1.723543,-0.0039886,-0.0527991,349
MB,5,1100,GENC,SPP,,-1.744836,0.0000164,-0.045652,-1.070055,-0.0014322,-0.1659712,-0.6126567,-0.000948,-0.2907588,1182
MB,5,1200,POPU,SPP,,-1.272288,0.0005062,-0.085909,-1.048149,0.0004709,-0.1711201,-0.9596301,-0.0004234,-0.3826086,625
MB,5,1201,POPU,TRE,,-1.272288,0.0005062,-0.085909,-1.048149,0.0004709,-0.1711201,-0.9596301,-0.0004234,-0.3826086,625
MB,5,1203,POPU,BAL,,-1.272288,0.0005062,-0.085909,-1.048149,0.0004709,-0.1711201,-0.9596301,-0.0004234,-0.3826086,625
MB,5,1203,POPU,BAL,BAL,-1.272288,0.0005062,-0.085909,-1.048149,0.0004709,-0.1711201,-0.9596301,-0.0004234,-0.3826086,625
MB,5,1203,POPU,BAL,GLA,-1.272288,0.0005062,-0.085909,-1.048149,0.0004709,-0.1711201,-0.9596301,-0.0004234,-0.3826086,625
MB,5,1206,POPU,GRA,,-1.272288,0.0005062,-0.085909,-1.048149,0.0004709,-0.1711201,-0.9596301,-0.0004234,-0.3826086,625
MB,5,1303,BETU,PAP,,-2.369852,-0.0029595,0.2123244,0.7544854,0.0059647,-0.6083887,-1.439911,0.0004414,-0.2950217,82
MB,5,1303,BETU,PAP,PAP,-2.369852,-0.0029595,0.2123244,0.7544854,0.0059647,-0.6083887,-1.439911,0.0004414,-0.2950217,82
MB,5,1308,BETU,PAP,NEO,-2.369852,-0.0029595,0.2123244,0.7544854,0.0059647,-0.6083887,-1.439911,0.0004414,-0.2950217,82
MB,6,101,PICE,MAR,,-1.744836,0.0000164,-0.045652,-1.070055,-0.0014322,-0.1659712,-0.6126567,-0.000948,-0.2907588,1182
MB,6,105,PICE,GLA,,-1.401168,0.0014742,-0.151224,-0.7232708,0.0010141,-0.2478244,-0.131813,-0.0007028,-0.401185,182
MB,6,203,PINU,BAN,,-2.111897,-0.0003398,-0.040599,-0.4665613,-0.0004263,-0.3407016,-1.211143,-0.0003894,-0.2729337,1154
MB,6,209,PINU,RES,,-1.149054,-0.0003231,-0.2106626,0.8554069,-0.0012352,-0.4985741,1.731214,-0.0004346,-0.7078015,25
MB,6,211,PINU,SYL,,-1.646555,-0.000297,-0.1566206,-0.8570446,-0.0041565,-0.1151249,-0.4565518,-0.0016013,-0.4025033,2
MB,6,302,ABIE,BAL,,-1.671886,-0.0002512,-0.0080862,-0.8571045,0.0014477,-0.2527275,-0.6683693,-0.0030847,-0.2447528,254
MB,6,602,LARI,LAR,,-2.200225,-0.0012317,0.0208564,-1.874419,-0.0061411,0.1357377,-1.723543,-0.0039886,-0.0527991,349
MB,6,701,THUJ,OCC,,-2.007862,-0.0008848,0.0387565,-0.2083024,0.0022931,-0.3283602,0.5346001,0.0044399,-0.5966973,108
MB,6,801,JUNI,VIR,,-2.007862,-0.0008848,0.0387565,-0.2083024,0.0022931,-0.3283602,0.5346001,0.0044399,-0.5966973,108
MB,6,1100,GENC,SPP,,-1.744836,0.0000164,-0.045652,-1.070055,-0.0014322,-0.1659712,-0.6126567,-0.000948,-0.2907588,1182
MB,6,1200,POPU,SPP,,-1.272288,0.0005062,-0.085909,-1.048149,0.0004709,-0.1711201,-0.9596301,-0.0004234,-0.3826086,625
MB,6,1201,POPU,TRE,,-1.272288,0.0005062,-0.085909,-1.048149,0.0004709,-0.1711201,-0.9596301,-0.0004234,-0.3826086,625
MB,6,1203,POPU,BAL,,-1.214657,-0.0009726,-0.0798146,-1.091051,-0.0000773,-0.1036095,-2.691083,-0.0060088,0.0739839,81
MB,6,1203,POPU,BAL,BAL,-1.214657,-0.0009726,-0.0798146,-1.091051,-0.0000773,-0.1036095,-2.691083,-0.0060088,0.0739839,81
MB,6,1203,POPU,BAL,GLA,-1.214657,-0.0009726,-0.0798146,-1.091051,-0.0000773,-0.1036095,-2.691083,-0.0060088,0.0739839,81
MB,6,1205,POPU,DEL,,-1.272288,0.0005062,-0.085909,-1.048149,0.0004709,-0.1711201,-0.9596301,-0.0004234,-0.3826086,625
MB,6,1205,POPU,DEL,DEL,-1.272288,0.0005062,-0.085909,-1.048149,0.0004709,-0.1711201,-0.9596301,-0.0004234,-0.3826086,625
MB,6,1206,POPU,GRA,,-1.272288,0.0005062,-0.085909,-1.048149,0.0004709,-0.1711201,-0.9596301,-0.0004234,-0.3826086,625
MB,6,1303,BETU,PAP,,-1.615514,0.0002909,-0.0439068,-0.3622121,0.0043274,-0.3741779,-1.367642,-0.0016287,-0.2330962,76
MB,6,1303,BETU,PAP,PAP,-1.615514,0.0002909,-0.0439068,-0.3622121,0.0043274,-0.3741779,-1.367642,-0.0016287,-0.2330962,76
MB,6,1308,BETU,PAP,NEO,-2.369852,-0.0029595,0.2123244,0.7544854,0.0059647,-0.6083887,-1.439911,0.0004414,-0.2950217,82
MB,6,1404,ACER,NEG,,-1.942214,-0.001215,0.0205737,-1.51729,0.0006041,0.0471622,-2.024583,-0.0035157,-0.1032072,5790
MB,6,1500,GENH,SPP,,-1.749271,-0.0011443,-0.0385082,-2.368783,0.0003223,0.2192045,-1.433405,-0.0013944,-0.2984636,1479
MB,6,2104,QUER,MAC,,-1.370146,-0.0002651,-0.1202573,-1.634927,0.0009625,0.0684885,-2.377792,-0.0021431,-0.0628063,333
MB,6,2201,ULMU,AME,,-1.960181,-0.000157,0.0062394,-1.685097,-0.0026884,0.107411,-2.625798,-0.0006915,-0.0700522,36
MB,6,3400,FRAX,SPP,,-1.065444,-0.0002033,-0.1522579,-1.325146,-0.0009012,-0.0912154,-2.91139,-0.004534,0.0475528,176
MB,6,3401,FRAX,AME,,-2.211941,-0.0019618,0.1115686,-1.1817,0.0013502,-0.0455385,-2.889681,-0.0033952,0.0399585,13
MB,6,3402,FRAX,NIG,,-1.956892,-0.0016622,0.0523819,-1.967069,0.0001683,0.0669219,-3.11579,-0.0031197,0.1094074,222
MB,6,3403,FRAX,PEN,,-1.956892,-0.0016622,0.0523819,-1.967069,0.0001683,0.0669219,-3.11579,-0.0031197,0.1094074,222
MB,6,3405,FRAX,PEN,SUB,-1.956892,-0.0016622,0.0523819,-1.967069,0.0001683,0.0669219,-3.11579,-0.0031197,0.1094074,222
MB,6,3405,FRAX,PEN,,-1.956892,-0.0016622,0.0523819,-1.967069,0.0001683,0.0669219,-3.11579,-0.0031197,0.1094074,222
MB,6,3500,SALI,SPP,,-1.450118,-0.0009695,-0.0052529,-1.647646,-0.0023226,0.0275494,-2.167719,-0.0033551,-0.0739145,111
MB,7,3500,SALI,SPP,,-2.362535,-0.0177836,0.3824485,-0.4964444,0.0122599,-0.3744031,-4.363103,-0.0275435,0.8106149,28
MB,8,3400,FRAX,SPP,,-2.547238,-0.0046494,0.2493766,-1.350298,0.0012512,-0.0559126,-3.724916,-0.0079614,0.3289843,24
MB,8,3401,FRAX,AME,,-2.118279,-0.0013705,0.0876078,-1.824772,-0.0001087,0.0879763,-2.610864,-0.0014643,-0.0471405,27
MB,8,3402,FRAX,NIG,,-2.547238,-0.0046494,0.2493766,-1.350298,0.0012512,-0.0559126,-3.724916,-0.0079614,0.3289843,24
MB,8,3403,FRAX,PEN,,-2.118279,-0.0013705,0.0876078,-1.824772,-0.0001087,0.0879763,-2.610864,-0.0014643,-0.0471405,27
MB,8,3405,FRAX,PEN,SUB,-2.118279,-0.0013705,0.0876078,-1.824772,-0.0001087,0.0879763,-2.610864,-0.0014643,-0.0471405,27
MB,8,3405,FRAX,PEN,,-2.118279,-0.0013705,0.0876078,-1.824772,-0.0001087,0.0879763,-2.610864,-0.0014643,-0.0471405,27
MB,8,3500,SALI,SPP,,-1.998667,-0.0029341,0.1549325,-0.0927303,0.005752,-0.508714,-2.09188,-0.0026044,-0.0918228,7
MB,9,101,PICE,MAR,,-1.027381,0.0003756,-0.1843429,-0.1545921,-0.001318,-0.3166236,0.3933964,-0.0018937,-0.4454621,1296
MB,9,105,PICE,GLA,,-1.70583,-0.00023,-0.022704,-0.2900354,-0.0017558,-0.211135,-0.1433637,-0.001654,-0.371738,189
MB,9,203,PINU,BAN,,-0.2229182,0.0011087,-0.4249594,0.5925466,0.0012598,-0.606401,0.8549384,-0.0022074,-0.6705095,879
MB,9,209,PINU,RES,,-1.149054,-0.0003231,-0.2106626,0.8554069,-0.0012352,-0.4985741,1.731214,-0.0004346,-0.7078015,25
MB,9,302,ABIE,BAL,,-2.056974,-0.0017567,0.0955413,0.7066834,0.0050487,-0.5793432,0.2244995,0.0031394,-0.5547791,38
MB,9,602,LARI,LAR,,-1.601755,-0.0011189,-0.0659258,0.105331,0.0003653,-0.3844923,-0.9082068,-0.001965,-0.2750265,221
MB,9,701,THUJ,OCC,,-2.007862,-0.0008848,0.0387565,-0.2083024,0.0022931,-0.3283602,0.5346001,0.0044399,-0.5966973,108
MB,9,801,JUNI,VIR,,-2.007862,-0.0008848,0.0387565,-0.2083024,0.0022931,-0.3283602,0.5346001,0.0044399,-0.5966973,108
MB,9,1100,GENC,SPP,,-1.027381,0.0003756,-0.1843429,-0.1545921,-0.001318,-0.3166236,0.3933964,-0.0018937,-0.4454621,1296
MB,9,1200,POPU,SPP,,-0.7895457,0.0002845,-0.1370236,0.2061599,0.0033534,-0.5312936,1.092881,0.0051529,-1.023799,654
MB,9,1201,POPU,TRE,,-0.7895457,0.0002845,-0.1370236,0.2061599,0.0033534,-0.5312936,1.092881,0.0051529,-1.023799,654
MB,9,1203,POPU,BAL,,-0.7895457,0.0002845,-0.1370236,0.2061599,0.0033534,-0.5312936,1.092881,0.0051529,-1.023799,654
MB,9,1203,POPU,BAL,BAL,-0.7895457,0.0002845,-0.1370236,0.2061599,0.0033534,-0.5312936,1.092881,0.0051529,-1.023799,654
MB,9,1203,POPU,BAL,GLA,-0.7895457,0.0002845,-0.1370236,0.2061599,0.0033534,-0.5312936,1.092881,0.0051529,-1.023799,654
MB,9,1205,POPU,DEL,,-0.7895457,0.0002845,-0.1370236,0.2061599,0.0033534,-0.5312936,1.092881,0.0051529,-1.023799,654
MB,9,1205,POPU,DEL,DEL,-0.7895457,0.0002845,-0.1370236,0.2061599,0.0033534,-0.5312936,1.092881,0.0051529,-1.023799,654
MB,9,1206,POPU,GRA,,-0.7895457,0.0002845,-0.1370236,0.2061599,0.0033534,-0.5312936,1.092881,0.0051529,-1.023799,654
MB,9,1303,BETU,PAP,,-2.369852,-0.0029595,0.2123244,0.7544854,0.0059647,-0.6083887,-1.439911,0.0004414,-0.2950217,82
MB,9,1303,BETU,PAP,PAP,-2.369852,-0.0029595,0.2123244,0.7544854,0.0059647,-0.6083887,-1.439911,0.0004414,-0.2950217,82
MB,9,1308,BETU,PAP,NEO,-2.369852,-0.0029595,0.2123244,0.7544854,0.0059647,-0.6083887,-1.439911,0.0004414,-0.2950217,82
MB,9,1404,ACER,NEG,,-1.942214,-0.001215,0.0205737,-1.51729,0.0006041,0.0471622,-2.024583,-0.0035157,-0.1032072,5790
MB,9,1500,GENH,SPP,,-1.749271,-0.0011443,-0.0385082,-2.368783,0.0003223,0.2192045,-1.433405,-0.0013944,-0.2984636,1479
MB,9,2104,QUER,MAC,,-1.370146,-0.0002651,-0.1202573,-1.634927,0.0009625,0.0684885,-2.377792,-0.0021431,-0.0628063,333
MB,9,2201,ULMU,AME,,-1.960181,-0.000157,0.0062394,-1.685097,-0.0026884,0.107411,-2.625798,-0.0006915,-0.0700522,36
MB,9,2801,PRUN,SER,,-1.882177,-0.0001335,-0.0127259,-1.69126,0.0018345,0.0224114,-3.789652,-0.0066001,0.3360949,23
MB,9,3000,TILI,AME,,-1.337178,0.0003389,-0.1073022,-1.431619,0.0001448,0.0108919,-2.306497,-0.0014329,-0.1286185,97
MB,9,3400,FRAX,SPP,,-1.956892,-0.0016622,0.0523819,-1.967069,0.0001683,0.0669219,-3.11579,-0.0031197,0.1094074,222
MB,9,3401,FRAX,AME,,-2.211941,-0.0019618,0.1115686,-1.1817,0.0013502,-0.0455385,-2.889681,-0.0033952,0.0399585,13
MB,9,3402,FRAX,NIG,,-1.956892,-0.0016622,0.0523819,-1.967069,0.0001683,0.0669219,-3.11579,-0.0031197,0.1094074,222
MB,9,3403,FRAX,PEN,,-1.956892,-0.0016622,0.0523819,-1.967069,0.0001683,0.0669219,-3.11579,-0.0031197,0.1094074,222
MB,9,3500,SALI,SPP,,-1.749271,-0.0011443,-0.0385082,-2.368783,0.0003223,0.2192045,-1.433405,-0.0013944,-0.2984636,1479
MB,10,101,PICE,MAR,,-1.744836,0.0000164,-0.045652,-1.070055,-0.0014322,-0.1659712,-0.6126567,-0.000948,-0.2907588,1182
MB,10,105,PICE,GLA,,-1.004372,-0.0001072,-0.1803324,0.1883833,-0.0039901,-0.2120089,1.947748,-0.0007003,-0.7206966,5
MB,10,203,PINU,BAN,,-0.2229182,0.0011087,-0.4249594,0.5925466,0.0012598,-0.606401,0.8549384,-0.0022074,-0.6705095,879
MB,10,209,PINU,RES,,-1.149054,-0.0003231,-0.2106626,0.8554069,-0.0012352,-0.4985741,1.731214,-0.0004346,-0.7078015,25
MB,10,302,ABIE,BAL,,-1.671886,-0.0002512,-0.0080862,-0.8571045,0.0014477,-0.2527275,-0.6683693,-0.0030847,-0.2447528,254
MB,10,602,LARI,LAR,,-2.200225,-0.0012317,0.0208564,-1.874419,-0.0061411,0.1357377,-1.723543,-0.0039886,-0.0527991,349
MB,10,701,THUJ,OCC,,-2.007862,-0.0008848,0.0387565,-0.2083024,0.0022931,-0.3283602,0.5346001,0.0044399,-0.5966973,108
MB,10,801,JUNI,VIR,,-2.007862,-0.0008848,0.0387565,-0.2083024,0.0022931,-0.3283602,0.5346001,0.0044399,-0.5966973,108
MB,10,1100,GENC,SPP,,-1.744836,0.0000164,-0.045652,-1.070055,-0.0014322,-0.1659712,-0.6126567,-0.000948,-0.2907588,1182
MB,10,1200,POPU,SPP,,-0.7895457,0.0002845,-0.1370236,0.2061599,0.0033534,-0.5312936,1.092881,0.0051529,-1.023799,654
MB,10,1201,POPU,TRE,,-0.7895457,0.0002845,-0.1370236,0.2061599,0.0033534,-0.5312936,1.092881,0.0051529,-1.023799,654
MB,10,1203,POPU,BAL,,-0.7895457,0.0002845,-0.1370236,0.2061599,0.0033534,-0.5312936,1.092881,0.0051529,-1.023799,654
MB,10,1203,POPU,BAL,BAL,-0.7895457,0.0002845,-0.1370236,0.2061599,0.0033534,-0.5312936,1.092881,0.0051529,-1.023799,654
MB,10,1203,POPU,BAL,GLA,-0.7895457,0.0002845,-0.1370236,0.2061599,0.0033534,-0.5312936,1.092881,0.0051529,-1.023799,654
MB,10,1205,POPU,DEL,,-0.7895457,0.0002845,-0.1370236,0.2061599,0.0033534,-0.5312936,1.092881,0.0051529,-1.023799,654
MB,10,1205,POPU,DEL,DEL,-0.7895457,0.0002845,-0.1370236,0.2061599,0.0033534,-0.5312936,1.092881,0.0051529,-1.023799,654
MB,10,1206,POPU,GRA,,-0.7895457,0.0002845,-0.1370236,0.2061599,0.0033534,-0.5312936,1.092881,0.0051529,-1.023799,654
