Species,nfi_species,source_species,b1,b2,b3,b4,b5,page,source_short
Lw,LARI.OCC,western larch,3.875,0.7850,-0.01497,2.193,-0.2318,71,Brisco2002 WJAF 17(2) eq.6 (complete data set)
